equipment_id,bank_id,equipment_type,manufacturer,model,timestamp,health_score,status
EQ-280163-PIA-01,280163,Platelet incubator with agitator,Terumo BCT,Trima Storage Console,2026-08-21T00:00:00,88.4,OK
EQ-10117-PIA-01,10117,Platelet incubator with agitator,Thermo Fisher,Forma 3911,2026-08-21T00:00:00,91.3,OK
EQ-10118-PIA-01,10118,Platelet incubator with agitator,Helmer,PC2200i,2026-08-21T00:00:00,92.6,OK
EQ-10145-PIA-01,10145,Platelet incubator with agitator,Remi,RPA-100,2026-08-21T00:00:00,89.4,OK
EQ-10119-PIA-01,10119,Platelet incubator with agitator,Labtop,LPI-12,2026-08-21T00:00:00,90.5,OK
EQ-283181-PIA-01,283181,Platelet incubator with agitator,Terumo BCT,Trima Storage Console,2026-08-21T00:00:00,86.9,OK
EQ-10120-PIA-01,10120,Platelet incubator with agitator,Thermo Fisher,Forma 3911,2026-08-21T00:00:00,92.1,OK
EQ-10121-PIA-01,10121,Platelet incubator with agitator,Helmer,PC2200i,2026-08-21T00:00:00,85.7,OK
EQ-10122-PIA-01,10122,Platelet incubator with agitator,Remi,RPA-100,2026-08-21T00:00:00,93.9,OK
EQ-280165-PIA-01,280165,Platelet incubator with agitator,Labtop,LPI-12,2026-08-21T00:00:00,87.4,OK
EQ-283190-PIA-01,283190,Platelet incubator with agitator,Terumo BCT,Trima Storage Console,2026-08-21T00:00:00,93.2,OK
EQ-283191-PIA-01,283191,Platelet incubator with agitator,Thermo Fisher,Forma 3911,2026-08-21T00:00:00,87.4,OK
EQ-284334-PIA-01,284334,Platelet incubator with agitator,Helmer,PC2200i,2026-08-21T00:00:00,90.0,OK
EQ-284538-PIA-01,284538,Platelet incubator with agitator,Remi,RPA-100,2026-08-21T00:00:00,92.6,OK
EQ-10123-PIA-01,10123,Platelet incubator with agitator,Labtop,LPI-12,2026-08-21T00:00:00,90.2,OK
EQ-10139-PIA-01,10139,Platelet incubator with agitator,Terumo BCT,Trima Storage Console,2026-08-21T00:00:00,89.8,OK
EQ-10167-PIA-01,10167,Platelet incubator with agitator,Thermo Fisher,Forma 3911,2026-08-21T00:00:00,92.7,OK
EQ-283257-PIA-01,283257,Platelet incubator with agitator,Helmer,PC2200i,2026-08-21T00:00:00,91.3,OK
EQ-10124-PIA-01,10124,Platelet incubator with agitator,Remi,RPA-100,2026-08-21T00:00:00,92.1,OK
EQ-10173-PIA-01,10173,Platelet incubator with agitator,Labtop,LPI-12,2026-08-21T00:00:00,90.4,OK
EQ-283355-PIA-01,283355,Platelet incubator with agitator,Terumo BCT,Trima Storage Console,2026-08-21T00:00:00,86.5,OK
EQ-10127-PIA-01,10127,Platelet incubator with agitator,Thermo Fisher,Forma 3911,2026-08-21T00:00:00,91.4,OK
EQ-10163-PIA-01,10163,Platelet incubator with agitator,Helmer,PC2200i,2026-08-21T00:00:00,88.4,OK
EQ-10129-PIA-01,10129,Platelet incubator with agitator,Remi,RPA-100,2026-08-21T00:00:00,86.0,OK
EQ-10130-PIA-01,10130,Platelet incubator with agitator,Labtop,LPI-12,2026-08-21T00:00:00,84.8,Watch
EQ-10131-PIA-01,10131,Platelet incubator with agitator,Terumo BCT,Trima Storage Console,2026-08-21T00:00:00,89.5,OK
EQ-10149-PIA-01,10149,Platelet incubator with agitator,Thermo Fisher,Forma 3911,2026-08-21T00:00:00,88.8,OK
EQ-10156-PIA-01,10156,Platelet incubator with agitator,Helmer,PC2200i,2026-08-21T00:00:00,91.7,OK
EQ-10164-PIA-01,10164,Platelet incubator with agitator,Remi,RPA-100,2026-08-21T00:00:00,91.8,OK
EQ-280561-PIA-01,280561,Platelet incubator with agitator,Labtop,LPI-12,2026-08-21T00:00:00,87.8,OK
EQ-283176-PIA-01,283176,Platelet incubator with agitator,Terumo BCT,Trima Storage Console,2026-08-21T00:00:00,92.4,OK
EQ-283183-PIA-01,283183,Platelet incubator with agitator,Thermo Fisher,Forma 3911,2026-08-21T00:00:00,88.8,OK
EQ-283184-PIA-01,283184,Platelet incubator with agitator,Helmer,PC2200i,2026-08-21T00:00:00,94.1,OK
EQ-283193-PIA-01,283193,Platelet incubator with agitator,Remi,RPA-100,2026-08-21T00:00:00,85.9,OK
EQ-283349-PIA-01,283349,Platelet incubator with agitator,Labtop,LPI-12,2026-08-21T00:00:00,91.3,OK
EQ-283351-PIA-01,283351,Platelet incubator with agitator,Terumo BCT,Trima Storage Console,2026-08-21T00:00:00,86.3,OK
EQ-283356-PIA-01,283356,Platelet incubator with agitator,Thermo Fisher,Forma 3911,2026-08-21T00:00:00,86.2,OK
EQ-284164-PIA-01,284164,Platelet incubator with agitator,Helmer,PC2200i,2026-08-21T00:00:00,86.0,OK
EQ-284382-PIA-01,284382,Platelet incubator with agitator,Remi,RPA-100,2026-08-21T00:00:00,91.3,OK
EQ-284512-PIA-01,284512,Platelet incubator with agitator,Labtop,LPI-12,2026-08-21T00:00:00,87.4,OK
EQ-284920-PIA-01,284920,Platelet incubator with agitator,Terumo BCT,Trima Storage Console,2026-08-21T00:00:00,90.7,OK
EQ-285260-PIA-01,285260,Platelet incubator with agitator,Thermo Fisher,Forma 3911,2026-08-21T00:00:00,89.0,OK
EQ-5009-PIA-01,5009,Platelet incubator with agitator,Helmer,PC2200i,2026-08-21T00:00:00,90.9,OK
EQ-5011-PIA-01,5011,Platelet incubator with agitator,Remi,RPA-100,2026-08-21T00:00:00,92.0,OK
EQ-5013-PIA-01,5013,Platelet incubator with agitator,Labtop,LPI-12,2026-08-21T00:00:00,91.8,OK
EQ-5014-PIA-01,5014,Platelet incubator with agitator,Terumo BCT,Trima Storage Console,2026-08-21T00:00:00,92.5,OK
EQ-5028-PIA-01,5028,Platelet incubator with agitator,Thermo Fisher,Forma 3911,2026-08-21T00:00:00,90.1,OK
EQ-5037-PIA-01,5037,Platelet incubator with agitator,Helmer,PC2200i,2026-08-21T00:00:00,88.9,OK
EQ-5040-PIA-01,5040,Platelet incubator with agitator,Remi,RPA-100,2026-08-21T00:00:00,90.6,OK
EQ-5047-PIA-01,5047,Platelet incubator with agitator,Labtop,LPI-12,2026-08-21T00:00:00,90.6,OK
EQ-5049-PIA-01,5049,Platelet incubator with agitator,Terumo BCT,Trima Storage Console,2026-08-21T00:00:00,90.4,OK
EQ-5067-PIA-01,5067,Platelet incubator with agitator,Thermo Fisher,Forma 3911,2026-08-21T00:00:00,87.2,OK
EQ-5072-PIA-01,5072,Platelet incubator with agitator,Helmer,PC2200i,2026-08-21T00:00:00,88.2,OK
EQ-5073-PIA-01,5073,Platelet incubator with agitator,Remi,RPA-100,2026-08-21T00:00:00,90.3,OK
EQ-5076-PIA-01,5076,Platelet incubator with agitator,Labtop,LPI-12,2026-08-21T00:00:00,89.1,OK
EQ-10147-PIA-01,10147,Platelet incubator with agitator,Terumo BCT,Trima Storage Console,2026-08-21T00:00:00,90.8,OK
EQ-10161-PIA-01,10161,Platelet incubator with agitator,Thermo Fisher,Forma 3911,2026-08-21T00:00:00,89.2,OK
EQ-10162-PIA-01,10162,Platelet incubator with agitator,Helmer,PC2200i,2026-08-21T00:00:00,93.7,OK
EQ-10170-PIA-01,10170,Platelet incubator with agitator,Remi,RPA-100,2026-08-21T00:00:00,89.0,OK
EQ-283182-PIA-01,283182,Platelet incubator with agitator,Labtop,LPI-12,2026-08-21T00:00:00,89.8,OK
EQ-5034-PIA-01,5034,Platelet incubator with agitator,Terumo BCT,Trima Storage Console,2026-08-21T00:00:00,90.8,OK
EQ-5036-PIA-01,5036,Platelet incubator with agitator,Thermo Fisher,Forma 3911,2026-08-21T00:00:00,89.4,OK
EQ-10125-PIA-01,10125,Platelet incubator with agitator,Helmer,PC2200i,2026-08-21T00:00:00,94.5,OK
EQ-10166-PIA-01,10166,Platelet incubator with agitator,Remi,RPA-100,2026-08-21T00:00:00,89.7,OK
EQ-280151-PIA-01,280151,Platelet incubator with agitator,Labtop,LPI-12,2026-08-21T00:00:00,89.2,OK
EQ-280152-PIA-01,280152,Platelet incubator with agitator,Terumo BCT,Trima Storage Console,2026-08-21T00:00:00,93.2,OK
EQ-283180-PIA-01,283180,Platelet incubator with agitator,Thermo Fisher,Forma 3911,2026-08-21T00:00:00,84.4,Watch
EQ-285258-PIA-01,285258,Platelet incubator with agitator,Helmer,PC2200i,2026-08-21T00:00:00,90.5,OK
EQ-10126-PIA-01,10126,Platelet incubator with agitator,Remi,RPA-100,2026-08-21T00:00:00,86.1,OK
EQ-280153-PIA-01,280153,Platelet incubator with agitator,Labtop,LPI-12,2026-08-21T00:00:00,92.0,OK
EQ-280154-PIA-01,280154,Platelet incubator with agitator,Terumo BCT,Trima Storage Console,2026-08-21T00:00:00,87.5,OK
EQ-283168-PIA-01,283168,Platelet incubator with agitator,Thermo Fisher,Forma 3911,2026-08-21T00:00:00,89.4,OK
EQ-5048-PIA-01,5048,Platelet incubator with agitator,Helmer,PC2200i,2026-08-21T00:00:00,89.8,OK
EQ-10132-PIA-01,10132,Platelet incubator with agitator,Remi,RPA-100,2026-08-21T00:00:00,86.2,OK
EQ-283185-PIA-01,283185,Platelet incubator with agitator,Labtop,LPI-12,2026-08-21T00:00:00,88.4,OK
EQ-283187-PIA-01,283187,Platelet incubator with agitator,Terumo BCT,Trima Storage Console,2026-08-21T00:00:00,85.7,OK
EQ-283258-PIA-01,283258,Platelet incubator with agitator,Thermo Fisher,Forma 3911,2026-08-21T00:00:00,92.0,OK
EQ-10133-PIA-01,10133,Platelet incubator with agitator,Helmer,PC2200i,2026-08-21T00:00:00,90.2,OK
EQ-10159-PIA-01,10159,Platelet incubator with agitator,Remi,RPA-100,2026-08-21T00:00:00,89.9,OK
EQ-10134-PIA-01,10134,Platelet incubator with agitator,Labtop,LPI-12,2026-08-21T00:00:00,89.5,OK
EQ-284812-PIA-01,284812,Platelet incubator with agitator,Terumo BCT,Trima Storage Console,2026-08-21T00:00:00,88.9,OK
EQ-10144-PIA-01,10144,Platelet incubator with agitator,Thermo Fisher,Forma 3911,2026-08-21T00:00:00,86.3,OK
EQ-10136-PIA-01,10136,Platelet incubator with agitator,Helmer,PC2200i,2026-08-21T00:00:00,87.5,OK
EQ-283177-PIA-01,283177,Platelet incubator with agitator,Remi,RPA-100,2026-08-21T00:00:00,89.4,OK
EQ-10137-PIA-01,10137,Platelet incubator with agitator,Labtop,LPI-12,2026-08-21T00:00:00,85.2,OK
EQ-10157-PIA-01,10157,Platelet incubator with agitator,Terumo BCT,Trima Storage Console,2026-08-21T00:00:00,88.6,OK
EQ-285259-PIA-01,285259,Platelet incubator with agitator,Thermo Fisher,Forma 3911,2026-08-21T00:00:00,86.6,OK
EQ-284332-PIA-01,284332,Platelet incubator with agitator,Helmer,PC2200i,2026-08-21T00:00:00,87.4,OK
EQ-10138-PIA-01,10138,Platelet incubator with agitator,Remi,RPA-100,2026-08-21T00:00:00,90.4,OK
EQ-10165-PIA-01,10165,Platelet incubator with agitator,Labtop,LPI-12,2026-08-21T00:00:00,92.1,OK
EQ-285320-PIA-01,285320,Platelet incubator with agitator,Terumo BCT,Trima Storage Console,2026-08-21T00:00:00,85.2,OK
EQ-6001-PIA-01,6001,Platelet incubator with agitator,Thermo Fisher,Forma 3911,2026-08-21T00:00:00,89.0,OK
EQ-6003-PIA-01,6003,Platelet incubator with agitator,Helmer,PC2200i,2026-08-21T00:00:00,87.1,OK
EQ-6004-PIA-01,6004,Platelet incubator with agitator,Remi,RPA-100,2026-08-21T00:00:00,91.3,OK
EQ-94101-PIA-01,94101,Platelet incubator with agitator,Labtop,LPI-12,2026-08-21T00:00:00,92.8,OK
EQ-22119-PIA-01,22119,Platelet incubator with agitator,Terumo BCT,Trima Storage Console,2026-08-21T00:00:00,90.0,OK
EQ-283695-PIA-01,283695,Platelet incubator with agitator,Thermo Fisher,Forma 3911,2026-08-21T00:00:00,85.0,OK
EQ-285135-PIA-01,285135,Platelet incubator with agitator,Helmer,PC2200i,2026-08-21T00:00:00,91.1,OK
EQ-280475-PIA-01,280475,Platelet incubator with agitator,Remi,RPA-100,2026-08-21T00:00:00,84.7,Watch
EQ-283796-PIA-01,283796,Platelet incubator with agitator,Labtop,LPI-12,2026-08-21T00:00:00,86.1,OK
EQ-284230-PIA-01,284230,Platelet incubator with agitator,Terumo BCT,Trima Storage Console,2026-08-21T00:00:00,90.7,OK
EQ-22153-PIA-01,22153,Platelet incubator with agitator,Thermo Fisher,Forma 3911,2026-08-21T00:00:00,93.9,OK
EQ-282740-PIA-01,282740,Platelet incubator with agitator,Helmer,PC2200i,2026-08-21T00:00:00,88.1,OK
EQ-284320-PIA-01,284320,Platelet incubator with agitator,Remi,RPA-100,2026-08-21T00:00:00,94.0,OK
EQ-7044-PIA-01,7044,Platelet incubator with agitator,Labtop,LPI-12,2026-08-21T00:00:00,92.0,OK
EQ-22128-PIA-01,22128,Platelet incubator with agitator,Terumo BCT,Trima Storage Console,2026-08-21T00:00:00,89.9,OK
EQ-22121-PIA-01,22121,Platelet incubator with agitator,Thermo Fisher,Forma 3911,2026-08-21T00:00:00,91.0,OK
EQ-22150-PIA-01,22150,Platelet incubator with agitator,Helmer,PC2200i,2026-08-21T00:00:00,89.8,OK
EQ-283230-PIA-01,283230,Platelet incubator with agitator,Remi,RPA-100,2026-08-21T00:00:00,84.9,Watch
EQ-22108-PIA-01,22108,Platelet incubator with agitator,Labtop,LPI-12,2026-08-21T00:00:00,87.0,OK
EQ-22115-PIA-01,22115,Platelet incubator with agitator,Terumo BCT,Trima Storage Console,2026-08-21T00:00:00,90.0,OK
EQ-22139-PIA-01,22139,Platelet incubator with agitator,Thermo Fisher,Forma 3911,2026-08-21T00:00:00,91.0,OK
EQ-22162-PIA-01,22162,Platelet incubator with agitator,Helmer,PC2200i,2026-08-21T00:00:00,90.1,OK
EQ-22167-PIA-01,22167,Platelet incubator with agitator,Remi,RPA-100,2026-08-21T00:00:00,86.5,OK
EQ-283317-PIA-01,283317,Platelet incubator with agitator,Labtop,LPI-12,2026-08-21T00:00:00,88.0,OK
EQ-283337-PIA-01,283337,Platelet incubator with agitator,Terumo BCT,Trima Storage Console,2026-08-21T00:00:00,86.8,OK
EQ-283613-PIA-01,283613,Platelet incubator with agitator,Thermo Fisher,Forma 3911,2026-08-21T00:00:00,87.7,OK
EQ-284324-PIA-01,284324,Platelet incubator with agitator,Helmer,PC2200i,2026-08-21T00:00:00,91.1,OK
EQ-7007-PIA-01,7007,Platelet incubator with agitator,Remi,RPA-100,2026-08-21T00:00:00,92.8,OK
EQ-7013-PIA-01,7013,Platelet incubator with agitator,Labtop,LPI-12,2026-08-21T00:00:00,91.8,OK
EQ-7025-PIA-01,7025,Platelet incubator with agitator,Terumo BCT,Trima Storage Console,2026-08-21T00:00:00,86.4,OK
EQ-22131-PIA-01,22131,Platelet incubator with agitator,Thermo Fisher,Forma 3911,2026-08-21T00:00:00,84.4,Watch
EQ-7030-PIA-01,7030,Platelet incubator with agitator,Helmer,PC2200i,2026-08-21T00:00:00,91.8,OK
EQ-7033-PIA-01,7033,Platelet incubator with agitator,Remi,RPA-100,2026-08-21T00:00:00,89.2,OK
EQ-22133-PIA-01,22133,Platelet incubator with agitator,Labtop,LPI-12,2026-08-21T00:00:00,88.3,OK
EQ-280728-PIA-01,280728,Platelet incubator with agitator,Terumo BCT,Trima Storage Console,2026-08-21T00:00:00,85.4,OK
EQ-284795-PIA-01,284795,Platelet incubator with agitator,Thermo Fisher,Forma 3911,2026-08-21T00:00:00,88.5,OK
EQ-22126-PIA-01,22126,Platelet incubator with agitator,Helmer,PC2200i,2026-08-21T00:00:00,89.3,OK
EQ-22157-PIA-01,22157,Platelet incubator with agitator,Remi,RPA-100,2026-08-21T00:00:00,90.9,OK
EQ-280551-PIA-01,280551,Platelet incubator with agitator,Labtop,LPI-12,2026-08-21T00:00:00,87.7,OK
EQ-280725-PIA-01,280725,Platelet incubator with agitator,Terumo BCT,Trima Storage Console,2026-08-21T00:00:00,87.5,OK
EQ-282706-PIA-01,282706,Platelet incubator with agitator,Thermo Fisher,Forma 3911,2026-08-21T00:00:00,86.6,OK
EQ-283710-PIA-01,283710,Platelet incubator with agitator,Helmer,PC2200i,2026-08-21T00:00:00,90.2,OK
EQ-283895-PIA-01,283895,Platelet incubator with agitator,Remi,RPA-100,2026-08-21T00:00:00,90.7,OK
EQ-284435-PIA-01,284435,Platelet incubator with agitator,Labtop,LPI-12,2026-08-21T00:00:00,86.2,OK
EQ-284548-PIA-01,284548,Platelet incubator with agitator,Terumo BCT,Trima Storage Console,2026-08-21T00:00:00,90.9,OK
EQ-7011-PIA-01,7011,Platelet incubator with agitator,Thermo Fisher,Forma 3911,2026-08-21T00:00:00,88.4,OK
EQ-7032-PIA-01,7032,Platelet incubator with agitator,Helmer,PC2200i,2026-08-21T00:00:00,92.2,OK
EQ-22127-PIA-01,22127,Platelet incubator with agitator,Remi,RPA-100,2026-08-21T00:00:00,87.5,OK
EQ-284460-PIA-01,284460,Platelet incubator with agitator,Labtop,LPI-12,2026-08-21T00:00:00,89.8,OK
EQ-22106-PIA-01,22106,Platelet incubator with agitator,Terumo BCT,Trima Storage Console,2026-08-21T00:00:00,88.1,OK
EQ-283628-PIA-01,283628,Platelet incubator with agitator,Thermo Fisher,Forma 3911,2026-08-21T00:00:00,92.2,OK
EQ-283756-PIA-01,283756,Platelet incubator with agitator,Helmer,PC2200i,2026-08-21T00:00:00,86.4,OK
EQ-284811-PIA-01,284811,Platelet incubator with agitator,Remi,RPA-100,2026-08-21T00:00:00,92.1,OK
EQ-284813-PIA-01,284813,Platelet incubator with agitator,Labtop,LPI-12,2026-08-21T00:00:00,94.4,OK
EQ-22149-PIA-01,22149,Platelet incubator with agitator,Terumo BCT,Trima Storage Console,2026-08-21T00:00:00,88.0,OK
EQ-22163-PIA-01,22163,Platelet incubator with agitator,Thermo Fisher,Forma 3911,2026-08-21T00:00:00,94.5,OK
EQ-22122-PIA-01,22122,Platelet incubator with agitator,Helmer,PC2200i,2026-08-21T00:00:00,92.9,OK
EQ-283698-PIA-01,283698,Platelet incubator with agitator,Remi,RPA-100,2026-08-21T00:00:00,88.8,OK
EQ-285136-PIA-01,285136,Platelet incubator with agitator,Labtop,LPI-12,2026-08-21T00:00:00,88.0,OK
EQ-22134-PIA-01,22134,Platelet incubator with agitator,Terumo BCT,Trima Storage Console,2026-08-21T00:00:00,89.4,OK
EQ-22161-PIA-01,22161,Platelet incubator with agitator,Thermo Fisher,Forma 3911,2026-08-21T00:00:00,92.4,OK
EQ-283232-PIA-01,283232,Platelet incubator with agitator,Helmer,PC2200i,2026-08-21T00:00:00,94.0,OK
EQ-283877-PIA-01,283877,Platelet incubator with agitator,Remi,RPA-100,2026-08-21T00:00:00,84.3,Watch
EQ-22102-PIA-01,22102,Platelet incubator with agitator,Labtop,LPI-12,2026-08-21T00:00:00,87.1,OK
EQ-22146-PIA-01,22146,Platelet incubator with agitator,Terumo BCT,Trima Storage Console,2026-08-21T00:00:00,89.1,OK
EQ-282682-PIA-01,282682,Platelet incubator with agitator,Thermo Fisher,Forma 3911,2026-08-21T00:00:00,89.3,OK
EQ-283228-PIA-01,283228,Platelet incubator with agitator,Helmer,PC2200i,2026-08-21T00:00:00,90.2,OK
EQ-284809-PIA-01,284809,Platelet incubator with agitator,Remi,RPA-100,2026-08-21T00:00:00,87.6,OK
EQ-7015-PIA-01,7015,Platelet incubator with agitator,Labtop,LPI-12,2026-08-21T00:00:00,89.0,OK
EQ-7031-PIA-01,7031,Platelet incubator with agitator,Terumo BCT,Trima Storage Console,2026-08-21T00:00:00,86.6,OK
EQ-283308-PIA-01,283308,Platelet incubator with agitator,Thermo Fisher,Forma 3911,2026-08-21T00:00:00,91.9,OK
EQ-283663-PIA-01,283663,Platelet incubator with agitator,Helmer,PC2200i,2026-08-21T00:00:00,90.9,OK
EQ-7047-PIA-01,7047,Platelet incubator with agitator,Remi,RPA-100,2026-08-21T00:00:00,92.4,OK
EQ-7048-PIA-01,7048,Platelet incubator with agitator,Labtop,LPI-12,2026-08-21T00:00:00,86.7,OK
EQ-22103-PIA-01,22103,Platelet incubator with agitator,Terumo BCT,Trima Storage Console,2026-08-21T00:00:00,89.2,OK
EQ-22140-PIA-01,22140,Platelet incubator with agitator,Thermo Fisher,Forma 3911,2026-08-21T00:00:00,85.0,OK
EQ-22143-PIA-01,22143,Platelet incubator with agitator,Helmer,PC2200i,2026-08-21T00:00:00,86.4,OK
EQ-22159-PIA-01,22159,Platelet incubator with agitator,Remi,RPA-100,2026-08-21T00:00:00,87.5,OK
EQ-280502-PIA-01,280502,Platelet incubator with agitator,Labtop,LPI-12,2026-08-21T00:00:00,88.9,OK
EQ-283624-PIA-01,283624,Platelet incubator with agitator,Terumo BCT,Trima Storage Console,2026-08-21T00:00:00,90.6,OK
EQ-22165-PIA-01,22165,Platelet incubator with agitator,Thermo Fisher,Forma 3911,2026-08-21T00:00:00,90.0,OK
EQ-280777-PIA-01,280777,Platelet incubator with agitator,Helmer,PC2200i,2026-08-21T00:00:00,92.6,OK
EQ-283231-PIA-01,283231,Platelet incubator with agitator,Remi,RPA-100,2026-08-21T00:00:00,86.0,OK
EQ-22132-PIA-01,22132,Platelet incubator with agitator,Labtop,LPI-12,2026-08-21T00:00:00,85.3,OK
EQ-7018-PIA-01,7018,Platelet incubator with agitator,Terumo BCT,Trima Storage Console,2026-08-21T00:00:00,84.5,Watch
EQ-22137-PIA-01,22137,Platelet incubator with agitator,Thermo Fisher,Forma 3911,2026-08-21T00:00:00,87.5,OK
EQ-22138-PIA-01,22138,Platelet incubator with agitator,Helmer,PC2200i,2026-08-21T00:00:00,87.4,OK
EQ-22152-PIA-01,22152,Platelet incubator with agitator,Remi,RPA-100,2026-08-21T00:00:00,93.3,OK
EQ-283229-PIA-01,283229,Platelet incubator with agitator,Labtop,LPI-12,2026-08-21T00:00:00,92.9,OK
EQ-283639-PIA-01,283639,Platelet incubator with agitator,Terumo BCT,Trima Storage Console,2026-08-21T00:00:00,89.1,OK
EQ-283953-PIA-01,283953,Platelet incubator with agitator,Thermo Fisher,Forma 3911,2026-08-21T00:00:00,87.3,OK
EQ-284466-PIA-01,284466,Platelet incubator with agitator,Helmer,PC2200i,2026-08-21T00:00:00,88.2,OK
EQ-285200-PIA-01,285200,Platelet incubator with agitator,Remi,RPA-100,2026-08-21T00:00:00,87.7,OK
EQ-7021-PIA-01,7021,Platelet incubator with agitator,Labtop,LPI-12,2026-08-21T00:00:00,89.9,OK
EQ-7028-PIA-01,7028,Platelet incubator with agitator,Terumo BCT,Trima Storage Console,2026-08-21T00:00:00,89.0,OK
EQ-22118-PIA-01,22118,Platelet incubator with agitator,Thermo Fisher,Forma 3911,2026-08-21T00:00:00,89.7,OK
EQ-22120-PIA-01,22120,Platelet incubator with agitator,Helmer,PC2200i,2026-08-21T00:00:00,82.6,Watch
EQ-22144-PIA-01,22144,Platelet incubator with agitator,Remi,RPA-100,2026-08-21T00:00:00,84.6,Watch
EQ-22154-PIA-01,22154,Platelet incubator with agitator,Labtop,LPI-12,2026-08-21T00:00:00,94.0,OK
EQ-22155-PIA-01,22155,Platelet incubator with agitator,Terumo BCT,Trima Storage Console,2026-08-21T00:00:00,84.9,Watch
EQ-22156-PIA-01,22156,Platelet incubator with agitator,Thermo Fisher,Forma 3911,2026-08-21T00:00:00,88.9,OK
EQ-22164-PIA-01,22164,Platelet incubator with agitator,Helmer,PC2200i,2026-08-21T00:00:00,88.6,OK
EQ-280435-PIA-01,280435,Platelet incubator with agitator,Remi,RPA-100,2026-08-21T00:00:00,89.7,OK
EQ-280436-PIA-01,280436,Platelet incubator with agitator,Labtop,LPI-12,2026-08-21T00:00:00,89.3,OK
EQ-280499-PIA-01,280499,Platelet incubator with agitator,Terumo BCT,Trima Storage Console,2026-08-21T00:00:00,88.2,OK
EQ-280500-PIA-01,280500,Platelet incubator with agitator,Thermo Fisher,Forma 3911,2026-08-21T00:00:00,88.4,OK
EQ-280724-PIA-01,280724,Platelet incubator with agitator,Helmer,PC2200i,2026-08-21T00:00:00,87.9,OK
EQ-280755-PIA-01,280755,Platelet incubator with agitator,Remi,RPA-100,2026-08-21T00:00:00,88.1,OK
EQ-283220-PIA-01,283220,Platelet incubator with agitator,Labtop,LPI-12,2026-08-21T00:00:00,88.6,OK
EQ-283692-PIA-01,283692,Platelet incubator with agitator,Terumo BCT,Trima Storage Console,2026-08-21T00:00:00,88.7,OK
EQ-283706-PIA-01,283706,Platelet incubator with agitator,Thermo Fisher,Forma 3911,2026-08-21T00:00:00,92.3,OK
EQ-283820-PIA-01,283820,Platelet incubator with agitator,Helmer,PC2200i,2026-08-21T00:00:00,86.8,OK
EQ-284007-PIA-01,284007,Platelet incubator with agitator,Remi,RPA-100,2026-08-21T00:00:00,88.1,OK
EQ-284180-PIA-01,284180,Platelet incubator with agitator,Labtop,LPI-12,2026-08-21T00:00:00,89.8,OK
EQ-284319-PIA-01,284319,Platelet incubator with agitator,Terumo BCT,Trima Storage Console,2026-08-21T00:00:00,89.7,OK
EQ-284729-PIA-01,284729,Platelet incubator with agitator,Thermo Fisher,Forma 3911,2026-08-21T00:00:00,93.2,OK
EQ-285069-PIA-01,285069,Platelet incubator with agitator,Helmer,PC2200i,2026-08-21T00:00:00,94.0,OK
EQ-285172-PIA-01,285172,Platelet incubator with agitator,Remi,RPA-100,2026-08-21T00:00:00,88.0,OK
EQ-285173-PIA-01,285173,Platelet incubator with agitator,Labtop,LPI-12,2026-08-21T00:00:00,89.8,OK
EQ-285256-PIA-01,285256,Platelet incubator with agitator,Terumo BCT,Trima Storage Console,2026-08-21T00:00:00,88.7,OK
EQ-7004-PIA-01,7004,Platelet incubator with agitator,Thermo Fisher,Forma 3911,2026-08-21T00:00:00,92.0,OK
EQ-7010-PIA-01,7010,Platelet incubator with agitator,Helmer,PC2200i,2026-08-21T00:00:00,91.7,OK
EQ-7012-PIA-01,7012,Platelet incubator with agitator,Remi,RPA-100,2026-08-21T00:00:00,84.3,Watch
EQ-7014-PIA-01,7014,Platelet incubator with agitator,Labtop,LPI-12,2026-08-21T00:00:00,91.5,OK
EQ-7020-PIA-01,7020,Platelet incubator with agitator,Terumo BCT,Trima Storage Console,2026-08-21T00:00:00,90.4,OK
EQ-7022-PIA-01,7022,Platelet incubator with agitator,Thermo Fisher,Forma 3911,2026-08-21T00:00:00,90.4,OK
EQ-7023-PIA-01,7023,Platelet incubator with agitator,Helmer,PC2200i,2026-08-21T00:00:00,88.2,OK
EQ-7029-PIA-01,7029,Platelet incubator with agitator,Remi,RPA-100,2026-08-21T00:00:00,88.3,OK
EQ-7034-PIA-01,7034,Platelet incubator with agitator,Labtop,LPI-12,2026-08-21T00:00:00,88.6,OK
EQ-22113-PIA-01,22113,Platelet incubator with agitator,Terumo BCT,Trima Storage Console,2026-08-21T00:00:00,86.8,OK
EQ-22147-PIA-01,22147,Platelet incubator with agitator,Thermo Fisher,Forma 3911,2026-08-21T00:00:00,89.7,OK
EQ-280271-PIA-01,280271,Platelet incubator with agitator,Helmer,PC2200i,2026-08-21T00:00:00,88.4,OK
EQ-280425-PIA-01,280425,Platelet incubator with agitator,Remi,RPA-100,2026-08-21T00:00:00,89.9,OK
EQ-280505-PIA-01,280505,Platelet incubator with agitator,Labtop,LPI-12,2026-08-21T00:00:00,94.8,OK
EQ-283677-PIA-01,283677,Platelet incubator with agitator,Terumo BCT,Trima Storage Console,2026-08-21T00:00:00,88.3,OK
EQ-283985-PIA-01,283985,Platelet incubator with agitator,Thermo Fisher,Forma 3911,2026-08-21T00:00:00,92.5,OK
EQ-22123-PIA-01,22123,Platelet incubator with agitator,Helmer,PC2200i,2026-08-21T00:00:00,90.9,OK
