date,source_bank,destination_bank,recommended_units,distance_km,travel_time_min,priority,reason
2026-08-26,284962,23101,5,216.94,400,High,Balance surplus against predicted 72-hour stockout risk
2026-08-26,283845,283379,5,1.96,14,High,Balance surplus against predicted 72-hour stockout risk
2026-08-26,284587,285334,7,5.91,24,High,Balance surplus against predicted 72-hour stockout risk
2026-08-26,2901,2894,6,0.0,12,High,Balance surplus against predicted 72-hour stockout risk
2026-08-26,282595,282573,5,3.49,22,High,Balance surplus against predicted 72-hour stockout risk
2026-08-26,30091,280228,13,32.5,51,High,Balance surplus against predicted 72-hour stockout risk
2026-08-26,27150,27126,5,2.99,22,High,Balance surplus against predicted 72-hour stockout risk
2026-08-26,283581,283690,10,1.7,15,High,Balance surplus against predicted 72-hour stockout risk
2026-08-26,284345,11012,10,5.7,24,High,Balance surplus against predicted 72-hour stockout risk
2026-08-26,285138,280510,10,0.21,10,High,Balance surplus against predicted 72-hour stockout risk
2026-08-26,284014,280537,7,3.54,20,High,Balance surplus against predicted 72-hour stockout risk
2026-08-26,282655,29023,9,1.05,16,High,Balance surplus against predicted 72-hour stockout risk
2026-08-26,280719,27131,8,3.11,20,High,Balance surplus against predicted 72-hour stockout risk
2026-08-26,28090,28001,6,2.89,18,High,Balance surplus against predicted 72-hour stockout risk
2026-08-26,282719,30016,5,0.0,9,High,Balance surplus against predicted 72-hour stockout risk
2026-08-27,15158,15110,7,52.57,109,High,Balance surplus against predicted 72-hour stockout risk
2026-08-27,16054,16078,5,7.03,27,High,Balance surplus against predicted 72-hour stockout risk
2026-08-27,30131,284937,5,2.93,22,High,Balance surplus against predicted 72-hour stockout risk
2026-08-27,15078,15183,9,3.34,17,High,Balance surplus against predicted 72-hour stockout risk
2026-08-27,282771,280888,7,1.6,15,High,Balance surplus against predicted 72-hour stockout risk
2026-08-27,7005,7016,7,2.39,18,High,Balance surplus against predicted 72-hour stockout risk
2026-08-27,282655,29023,6,1.05,16,High,Balance surplus against predicted 72-hour stockout risk
2026-08-27,285178,283957,8,8.16,29,High,Balance surplus against predicted 72-hour stockout risk
2026-08-27,280269,807,5,4.59,21,High,Balance surplus against predicted 72-hour stockout risk
2026-08-27,283169,281221,7,2.74,20,High,Balance surplus against predicted 72-hour stockout risk
2026-08-27,14005,14048,9,3.92,16,High,Balance surplus against predicted 72-hour stockout risk
2026-08-27,283478,11012,6,1.82,21,High,Balance surplus against predicted 72-hour stockout risk
2026-08-27,280115,283223,7,3.72,16,High,Balance surplus against predicted 72-hour stockout risk
2026-08-27,284106,284447,7,1.8,15,High,Balance surplus against predicted 72-hour stockout risk
2026-08-27,280760,95111,5,3.0,20,High,Balance surplus against predicted 72-hour stockout risk
2026-08-27,284081,15157,6,11.19,25,High,Balance surplus against predicted 72-hour stockout risk
2026-08-27,280132,280123,5,0.0,8,High,Balance surplus against predicted 72-hour stockout risk
2026-08-27,30091,280228,6,32.5,51,High,Balance surplus against predicted 72-hour stockout risk
2026-08-27,282620,280938,6,1.43,13,High,Balance surplus against predicted 72-hour stockout risk
2026-08-27,284263,284080,8,0.8,18,High,Balance surplus against predicted 72-hour stockout risk
2026-08-27,284636,28034,7,1.1,13,High,Balance surplus against predicted 72-hour stockout risk
2026-08-27,284759,284740,7,0.6,12,High,Balance surplus against predicted 72-hour stockout risk
2026-08-27,13007,91103,6,7.16,26,High,Balance surplus against predicted 72-hour stockout risk
2026-08-27,280604,283532,7,8.74,23,High,Balance surplus against predicted 72-hour stockout risk
2026-08-27,10151,10109,6,1.58,18,High,Balance surplus against predicted 72-hour stockout risk
2026-08-27,283620,28045,5,3.62,20,High,Balance surplus against predicted 72-hour stockout risk
2026-08-27,284139,36108,7,0.0,16,High,Balance surplus against predicted 72-hour stockout risk
2026-08-27,280240,28008,8,1.06,15,High,Balance surplus against predicted 72-hour stockout risk
2026-08-27,283624,7029,6,0.0,14,High,Balance surplus against predicted 72-hour stockout risk
2026-08-27,284014,280537,6,3.54,20,High,Balance surplus against predicted 72-hour stockout risk
2026-08-27,585,504,8,3.11,21,High,Balance surplus against predicted 72-hour stockout risk
2026-08-27,280151,10125,7,1.59,17,High,Balance surplus against predicted 72-hour stockout risk
2026-08-27,280765,27126,5,7.24,28,High,Balance surplus against predicted 72-hour stockout risk
2026-08-27,14010,284761,7,2.35,18,High,Balance surplus against predicted 72-hour stockout risk
2026-08-27,858,24107,6,1.52,13,High,Balance surplus against predicted 72-hour stockout risk
2026-08-27,19133,487,6,19.72,38,High,Balance surplus against predicted 72-hour stockout risk
2026-08-27,4021,4068,7,25.76,59,High,Balance surplus against predicted 72-hour stockout risk
2026-08-27,284348,36110,11,2.02,12,High,Balance surplus against predicted 72-hour stockout risk
2026-08-27,282684,282678,5,1.62,14,High,Balance surplus against predicted 72-hour stockout risk
2026-08-27,280324,283136,9,1.07,15,High,Balance surplus against predicted 72-hour stockout risk
2026-08-27,284394,284397,6,3.23,16,High,Balance surplus against predicted 72-hour stockout risk
2026-08-27,284853,284628,5,0.13,12,High,Balance surplus against predicted 72-hour stockout risk
2026-08-27,27098,94152,6,3.84,19,High,Balance surplus against predicted 72-hour stockout risk
2026-08-27,99236,2733,6,4.51,21,High,Balance surplus against predicted 72-hour stockout risk
2026-08-27,283321,280836,8,1.25,17,High,Balance surplus against predicted 72-hour stockout risk
2026-08-27,10121,10168,6,0.0,11,High,Balance surplus against predicted 72-hour stockout risk
2026-08-27,283596,32087,5,7.52,24,High,Balance surplus against predicted 72-hour stockout risk
2026-08-27,284150,27168,5,4.98,26,High,Balance surplus against predicted 72-hour stockout risk
2026-08-27,283612,28077,10,4.11,16,High,Balance surplus against predicted 72-hour stockout risk
2026-08-27,283591,284264,11,1.03,13,High,Balance surplus against predicted 72-hour stockout risk
2026-08-27,285055,99188,7,1.44,13,High,Balance surplus against predicted 72-hour stockout risk
2026-08-27,284214,28136,7,3.37,19,High,Balance surplus against predicted 72-hour stockout risk
2026-08-27,18214,284555,7,78.1,125,High,Balance surplus against predicted 72-hour stockout risk
2026-08-27,282719,30016,5,0.0,9,High,Balance surplus against predicted 72-hour stockout risk
2026-08-27,16002,16003,6,0.0,13,High,Balance surplus against predicted 72-hour stockout risk
2026-08-27,28142,281474,6,0.0,8,High,Balance surplus against predicted 72-hour stockout risk
2026-08-27,283227,94125,8,1.56,12,High,Balance surplus against predicted 72-hour stockout risk
2026-08-27,285088,282667,6,3.3,15,High,Balance surplus against predicted 72-hour stockout risk
2026-08-27,20140,20108,5,2.3,12,High,Balance surplus against predicted 72-hour stockout risk
2026-08-27,281318,284023,7,2.48,19,High,Balance surplus against predicted 72-hour stockout risk
2026-08-27,283482,15166,7,5.77,27,High,Balance surplus against predicted 72-hour stockout risk
2026-08-27,11036,11008,6,0.0,15,High,Balance surplus against predicted 72-hour stockout risk
2026-08-27,19141,414,6,0.31,14,High,Balance surplus against predicted 72-hour stockout risk
2026-08-28,283747,283328,6,10.06,26,High,Balance surplus against predicted 72-hour stockout risk
2026-08-28,282735,18027,5,87.39,137,High,Balance surplus against predicted 72-hour stockout risk
2026-08-28,284851,16133,9,6.66,23,High,Balance surplus against predicted 72-hour stockout risk
2026-08-28,284307,1717,7,2.95,19,High,Balance surplus against predicted 72-hour stockout risk
2026-08-28,282653,36105,5,0.54,19,High,Balance surplus against predicted 72-hour stockout risk
2026-08-28,704,785,7,0.0,10,High,Balance surplus against predicted 72-hour stockout risk
2026-08-28,284263,284080,5,0.8,18,High,Balance surplus against predicted 72-hour stockout risk
2026-08-28,284440,2802,8,3.43,16,High,Balance surplus against predicted 72-hour stockout risk
2026-08-28,629,618,5,1.48,14,High,Balance surplus against predicted 72-hour stockout risk
2026-08-28,284438,28045,7,0.47,10,High,Balance surplus against predicted 72-hour stockout risk
2026-08-28,11038,11059,5,3.69,20,High,Balance surplus against predicted 72-hour stockout risk
2026-08-28,15174,15164,5,0.6,13,High,Balance surplus against predicted 72-hour stockout risk
2026-08-28,30286,283374,5,0.0,9,High,Balance surplus against predicted 72-hour stockout risk
2026-08-28,282679,28103,8,25.31,54,High,Balance surplus against predicted 72-hour stockout risk
2026-08-28,284131,99202,5,25.35,52,High,Balance surplus against predicted 72-hour stockout risk
2026-08-28,284513,802,8,7.6,27,High,Balance surplus against predicted 72-hour stockout risk
2026-08-28,30263,30050,8,0.83,15,High,Balance surplus against predicted 72-hour stockout risk
2026-08-28,281656,284582,7,2.42,14,High,Balance surplus against predicted 72-hour stockout risk
2026-08-28,284200,36106,8,1.08,18,High,Balance surplus against predicted 72-hour stockout risk
2026-08-28,15141,29138,6,49.85,84,High,Balance surplus against predicted 72-hour stockout risk
2026-08-28,285110,414,7,1.27,14,High,Balance surplus against predicted 72-hour stockout risk
2026-08-28,280902,284399,7,1.98,15,High,Balance surplus against predicted 72-hour stockout risk
2026-08-28,284433,282586,5,0.46,15,High,Balance surplus against predicted 72-hour stockout risk
2026-08-28,284621,284761,10,3.52,20,High,Balance surplus against predicted 72-hour stockout risk
2026-08-28,7011,7032,6,9.24,29,High,Balance surplus against predicted 72-hour stockout risk
2026-08-28,283387,28077,8,3.7,22,High,Balance surplus against predicted 72-hour stockout risk
2026-08-28,1827,24109,5,31.4,55,High,Balance surplus against predicted 72-hour stockout risk
2026-08-28,18194,18186,7,1.15,13,High,Balance surplus against predicted 72-hour stockout risk
2026-08-28,282684,282678,5,1.62,14,High,Balance surplus against predicted 72-hour stockout risk
2026-08-28,16123,284459,5,6.17,24,High,Balance surplus against predicted 72-hour stockout risk
2026-08-28,93106,93101,9,5.34,22,High,Balance surplus against predicted 72-hour stockout risk
2026-08-28,282719,282709,5,0.0,15,High,Balance surplus against predicted 72-hour stockout risk
2026-08-28,280762,97105,9,1.84,11,High,Balance surplus against predicted 72-hour stockout risk
2026-08-28,99185,724,5,1.48,10,High,Balance surplus against predicted 72-hour stockout risk
2026-08-28,30052,30038,6,0.0,16,High,Balance surplus against predicted 72-hour stockout risk
2026-08-28,280563,23129,8,0.7,13,High,Balance surplus against predicted 72-hour stockout risk
2026-08-28,412,492,6,2.13,19,High,Balance surplus against predicted 72-hour stockout risk
2026-08-28,99222,284540,8,0.88,16,High,Balance surplus against predicted 72-hour stockout risk
2026-08-28,284418,284313,6,1.65,19,High,Balance surplus against predicted 72-hour stockout risk
2026-08-28,15123,15107,5,3.19,17,High,Balance surplus against predicted 72-hour stockout risk
2026-08-28,33130,285113,5,28.18,64,High,Balance surplus against predicted 72-hour stockout risk
2026-08-28,284776,96108,5,33.32,65,High,Balance surplus against predicted 72-hour stockout risk
2026-08-28,284462,283384,7,1.75,18,High,Balance surplus against predicted 72-hour stockout risk
2026-08-28,93105,27060,6,6.67,26,High,Balance surplus against predicted 72-hour stockout risk
2026-08-28,97101,97128,7,2.52,13,High,Balance surplus against predicted 72-hour stockout risk
2026-08-28,30025,282704,6,0.0,15,High,Balance surplus against predicted 72-hour stockout risk
2026-08-28,585,504,5,3.11,21,High,Balance surplus against predicted 72-hour stockout risk
2026-08-28,284165,283362,8,2.74,16,High,Balance surplus against predicted 72-hour stockout risk
2026-08-28,284736,282820,10,0.99,18,High,Balance surplus against predicted 72-hour stockout risk
2026-08-28,16072,282673,16,4.45,23,High,Balance surplus against predicted 72-hour stockout risk
2026-08-28,96103,282573,6,0.0,14,High,Balance surplus against predicted 72-hour stockout risk
2026-08-28,99216,283819,6,0.0,17,High,Balance surplus against predicted 72-hour stockout risk
2026-08-28,283227,94125,6,1.56,12,High,Balance surplus against predicted 72-hour stockout risk
2026-08-28,283210,283504,7,4.98,16,High,Balance surplus against predicted 72-hour stockout risk
2026-08-28,284140,280719,5,4.6,23,High,Balance surplus against predicted 72-hour stockout risk
2026-08-28,284308,99151,9,2.11,14,High,Balance surplus against predicted 72-hour stockout risk
2026-08-28,282944,284635,6,2.09,15,High,Balance surplus against predicted 72-hour stockout risk
2026-08-28,15059,284867,12,0.0,15,High,Balance surplus against predicted 72-hour stockout risk
2026-08-28,10116,285258,10,69.97,143,High,Balance surplus against predicted 72-hour stockout risk
2026-08-28,285310,4066,5,59.12,92,High,Balance surplus against predicted 72-hour stockout risk
2026-08-28,32056,21101,5,2.14,14,High,Balance surplus against predicted 72-hour stockout risk
2026-08-28,20112,14032,6,3.41,17,High,Balance surplus against predicted 72-hour stockout risk
2026-08-28,18135,283840,6,0.0,15,High,Balance surplus against predicted 72-hour stockout risk
2026-08-29,283242,285249,6,1.13,11,High,Balance surplus against predicted 72-hour stockout risk
2026-08-29,30225,283268,7,0.0,9,High,Balance surplus against predicted 72-hour stockout risk
2026-08-29,284481,284167,7,5.14,23,High,Balance surplus against predicted 72-hour stockout risk
2026-08-29,280452,815,7,1.89,19,High,Balance surplus against predicted 72-hour stockout risk
2026-08-29,280904,282790,5,0.0,9,High,Balance surplus against predicted 72-hour stockout risk
2026-08-29,284165,28140,8,1.76,11,High,Balance surplus against predicted 72-hour stockout risk
2026-08-29,11045,282764,5,0.0,18,High,Balance surplus against predicted 72-hour stockout risk
2026-08-29,283965,11053,7,47.62,74,High,Balance surplus against predicted 72-hour stockout risk
2026-08-29,282679,28103,8,25.31,54,High,Balance surplus against predicted 72-hour stockout risk
2026-08-29,894,284385,8,2.55,18,High,Balance surplus against predicted 72-hour stockout risk
2026-08-29,283566,821,6,8.45,26,High,Balance surplus against predicted 72-hour stockout risk
2026-08-29,284848,16020,7,0.79,16,High,Balance surplus against predicted 72-hour stockout risk
2026-08-29,283618,284935,7,3.8,18,High,Balance surplus against predicted 72-hour stockout risk
2026-08-29,99185,724,5,1.48,10,High,Balance surplus against predicted 72-hour stockout risk
2026-08-29,96119,11062,8,0.0,11,High,Balance surplus against predicted 72-hour stockout risk
2026-08-29,2930,284583,5,6.57,24,High,Balance surplus against predicted 72-hour stockout risk
2026-08-29,280762,97105,11,1.84,11,High,Balance surplus against predicted 72-hour stockout risk
2026-08-29,283974,4069,14,2.15,13,High,Balance surplus against predicted 72-hour stockout risk
2026-08-29,18266,18264,5,4.15,24,High,Balance surplus against predicted 72-hour stockout risk
2026-08-29,10123,10139,5,4.17,20,High,Balance surplus against predicted 72-hour stockout risk
2026-08-29,99159,99170,5,0.94,18,High,Balance surplus against predicted 72-hour stockout risk
2026-08-29,283478,11012,7,1.82,21,High,Balance surplus against predicted 72-hour stockout risk
2026-08-29,285311,94118,6,4.83,22,High,Balance surplus against predicted 72-hour stockout risk
2026-08-29,28060,28004,7,0.0,16,High,Balance surplus against predicted 72-hour stockout risk
2026-08-29,36142,36155,6,1.12,16,High,Balance surplus against predicted 72-hour stockout risk
2026-08-29,280553,283723,6,1.02,18,High,Balance surplus against predicted 72-hour stockout risk
2026-08-29,282721,23010,8,125.38,167,High,Balance surplus against predicted 72-hour stockout risk
2026-08-29,285242,30013,5,21.4,46,High,Balance surplus against predicted 72-hour stockout risk
2026-08-29,281316,2829,5,2.83,13,High,Balance surplus against predicted 72-hour stockout risk
2026-08-29,283612,28077,5,4.11,16,High,Balance surplus against predicted 72-hour stockout risk
2026-08-29,27123,18267,7,3.18,21,High,Balance surplus against predicted 72-hour stockout risk
2026-08-29,10173,10129,5,1.9,18,High,Balance surplus against predicted 72-hour stockout risk
2026-08-29,285055,99217,8,1.98,13,High,Balance surplus against predicted 72-hour stockout risk
2026-08-29,284522,284747,5,1.43,11,High,Balance surplus against predicted 72-hour stockout risk
2026-08-29,283888,282966,6,6.1,23,High,Balance surplus against predicted 72-hour stockout risk
2026-08-29,30072,30001,5,0.0,17,High,Balance surplus against predicted 72-hour stockout risk
2026-08-29,15020,15021,5,0.0,14,High,Balance surplus against predicted 72-hour stockout risk
2026-08-29,284866,283591,5,1.86,13,High,Balance surplus against predicted 72-hour stockout risk
2026-08-29,891,802,5,4.16,19,High,Balance surplus against predicted 72-hour stockout risk
2026-08-29,99187,99231,6,1.58,18,High,Balance surplus against predicted 72-hour stockout risk
2026-08-29,30161,282703,8,5.35,17,High,Balance surplus against predicted 72-hour stockout risk
2026-08-29,15165,280972,5,0.84,19,High,Balance surplus against predicted 72-hour stockout risk
2026-08-29,283823,284506,7,5.37,24,High,Balance surplus against predicted 72-hour stockout risk
2026-08-29,280536,27116,6,1.37,10,High,Balance surplus against predicted 72-hour stockout risk
2026-08-29,29093,284502,12,0.86,13,High,Balance surplus against predicted 72-hour stockout risk
2026-08-29,282694,30002,6,0.0,18,High,Balance surplus against predicted 72-hour stockout risk
2026-08-29,284504,892,5,0.0,9,High,Balance surplus against predicted 72-hour stockout risk
2026-08-30,18150,18153,5,5.17,15,High,Balance surplus against predicted 72-hour stockout risk
2026-08-30,283747,283328,6,10.06,26,High,Balance surplus against predicted 72-hour stockout risk
2026-08-30,29068,29105,5,0.0,16,High,Balance surplus against predicted 72-hour stockout risk
2026-08-30,1508,280285,5,3.72,17,High,Balance surplus against predicted 72-hour stockout risk
2026-08-30,16114,284859,5,40.45,70,High,Balance surplus against predicted 72-hour stockout risk
2026-08-30,284390,24121,8,7.7,30,High,Balance surplus against predicted 72-hour stockout risk
2026-08-30,281177,15011,6,2.14,15,High,Balance surplus against predicted 72-hour stockout risk
2026-08-30,15044,283788,7,3.62,23,High,Balance surplus against predicted 72-hour stockout risk
2026-08-30,91109,283875,8,2.35,19,High,Balance surplus against predicted 72-hour stockout risk
2026-08-30,284202,284130,7,1.8,19,High,Balance surplus against predicted 72-hour stockout risk
2026-08-30,280206,284546,8,8.88,26,High,Balance surplus against predicted 72-hour stockout risk
2026-08-30,30166,283383,6,12.8,36,High,Balance surplus against predicted 72-hour stockout risk
2026-08-30,634,280306,7,0.91,12,High,Balance surplus against predicted 72-hour stockout risk
2026-08-30,284552,4015,8,2.02,21,High,Balance surplus against predicted 72-hour stockout risk
2026-08-30,283489,282725,7,5.17,21,High,Balance surplus against predicted 72-hour stockout risk
2026-08-30,283470,283000,8,3.18,17,High,Balance surplus against predicted 72-hour stockout risk
2026-08-30,28089,283461,6,0.0,10,High,Balance surplus against predicted 72-hour stockout risk
2026-08-30,846,821,5,1.83,21,High,Balance surplus against predicted 72-hour stockout risk
2026-08-30,284636,28091,12,1.1,15,High,Balance surplus against predicted 72-hour stockout risk
2026-08-30,30072,30001,5,0.0,17,High,Balance surplus against predicted 72-hour stockout risk
2026-08-30,29161,283169,16,9.6,29,High,Balance surplus against predicted 72-hour stockout risk
2026-08-30,20111,14032,5,3.58,22,High,Balance surplus against predicted 72-hour stockout risk
2026-08-30,283596,32087,6,7.52,24,High,Balance surplus against predicted 72-hour stockout risk
2026-08-30,284410,282956,5,3.26,16,High,Balance surplus against predicted 72-hour stockout risk
2026-08-30,28060,285246,9,0.43,18,High,Balance surplus against predicted 72-hour stockout risk
2026-08-30,283965,11066,9,0.0,12,High,Balance surplus against predicted 72-hour stockout risk
2026-08-30,95109,95101,6,2.67,13,High,Balance surplus against predicted 72-hour stockout risk
2026-08-30,1540,23178,5,3.62,23,High,Balance surplus against predicted 72-hour stockout risk
2026-08-30,16030,16003,9,16.12,33,High,Balance surplus against predicted 72-hour stockout risk
2026-08-30,284263,284080,5,0.8,18,High,Balance surplus against predicted 72-hour stockout risk
2026-08-30,284923,285243,5,2.18,15,High,Balance surplus against predicted 72-hour stockout risk
2026-08-30,1826,865,6,6.32,27,High,Balance surplus against predicted 72-hour stockout risk
2026-08-30,11054,11063,5,0.0,15,High,Balance surplus against predicted 72-hour stockout risk
2026-08-30,280237,28065,9,1.95,15,High,Balance surplus against predicted 72-hour stockout risk
2026-08-30,284610,16155,6,6.89,23,High,Balance surplus against predicted 72-hour stockout risk
2026-08-31,750,747,9,19.48,34,High,Balance surplus against predicted 72-hour stockout risk
2026-08-31,283301,280697,7,6.18,22,High,Balance surplus against predicted 72-hour stockout risk
2026-08-31,283414,23156,5,10.37,32,High,Balance surplus against predicted 72-hour stockout risk
2026-08-31,4012,4066,6,64.18,105,High,Balance surplus against predicted 72-hour stockout risk
2026-08-31,28060,28004,12,0.0,16,High,Balance surplus against predicted 72-hour stockout risk
2026-08-31,7011,7032,7,9.24,29,High,Balance surplus against predicted 72-hour stockout risk
2026-08-31,280507,284159,9,3.05,22,High,Balance surplus against predicted 72-hour stockout risk
2026-08-31,635,284477,5,1.71,16,High,Balance surplus against predicted 72-hour stockout risk
2026-08-31,280888,282771,6,1.6,16,High,Balance surplus against predicted 72-hour stockout risk
2026-08-31,19143,282919,5,4.83,19,High,Balance surplus against predicted 72-hour stockout risk
2026-08-31,280147,280146,5,2.66,13,High,Balance surplus against predicted 72-hour stockout risk
2026-08-31,16088,16077,6,7.8,26,High,Balance surplus against predicted 72-hour stockout risk
2026-08-31,30263,30032,6,0.83,11,High,Balance surplus against predicted 72-hour stockout risk
2026-08-31,27124,18031,7,1.98,12,High,Balance surplus against predicted 72-hour stockout risk
2026-08-31,16163,25001,7,5.11,16,High,Balance surplus against predicted 72-hour stockout risk
2026-08-31,283949,283722,9,32.45,75,High,Balance surplus against predicted 72-hour stockout risk
2026-08-31,284627,16017,5,0.0,14,High,Balance surplus against predicted 72-hour stockout risk
2026-08-31,280701,29105,5,0.0,9,High,Balance surplus against predicted 72-hour stockout risk
2026-08-31,774,284182,7,8.21,29,High,Balance surplus against predicted 72-hour stockout risk
2026-08-31,284030,284420,9,10.33,24,High,Balance surplus against predicted 72-hour stockout risk
2026-08-31,285199,618,6,3.81,21,High,Balance surplus against predicted 72-hour stockout risk
2026-08-31,283472,30008,7,1.09,11,High,Balance surplus against predicted 72-hour stockout risk
2026-08-31,283723,283961,5,0.96,14,High,Balance surplus against predicted 72-hour stockout risk
2026-08-31,281604,284793,5,4.9,17,High,Balance surplus against predicted 72-hour stockout risk
2026-08-31,284941,30010,7,6.2,19,High,Balance surplus against predicted 72-hour stockout risk
2026-08-31,30299,283383,11,16.32,43,High,Balance surplus against predicted 72-hour stockout risk
2026-08-31,285242,30013,9,21.4,46,High,Balance surplus against predicted 72-hour stockout risk
2026-08-31,891,819,5,1.43,20,High,Balance surplus against predicted 72-hour stockout risk
2026-08-31,15065,15099,8,8.62,26,High,Balance surplus against predicted 72-hour stockout risk
2026-08-31,28148,280437,5,1.0,16,High,Balance surplus against predicted 72-hour stockout risk
2026-08-31,28136,280916,5,0.68,11,High,Balance surplus against predicted 72-hour stockout risk
2026-08-31,99232,283752,8,0.95,13,High,Balance surplus against predicted 72-hour stockout risk
2026-08-31,282656,28133,7,1.62,19,High,Balance surplus against predicted 72-hour stockout risk
2026-08-31,18268,18125,6,0.0,9,High,Balance surplus against predicted 72-hour stockout risk
2026-08-31,18243,285265,7,288.88,385,High,Balance surplus against predicted 72-hour stockout risk
2026-08-31,284960,280620,6,0.14,18,High,Balance surplus against predicted 72-hour stockout risk
2026-08-31,21106,32087,8,7.04,23,High,Balance surplus against predicted 72-hour stockout risk
2026-08-31,2879,2895,6,3.96,15,High,Balance surplus against predicted 72-hour stockout risk
2026-08-31,4002,283000,5,4.47,25,High,Balance surplus against predicted 72-hour stockout risk
2026-08-31,29163,15139,5,5.18,19,High,Balance surplus against predicted 72-hour stockout risk
2026-08-31,284410,282956,6,3.26,16,High,Balance surplus against predicted 72-hour stockout risk
2026-08-31,30072,30001,6,0.0,17,High,Balance surplus against predicted 72-hour stockout risk
2026-08-31,282996,36149,5,3.77,16,High,Balance surplus against predicted 72-hour stockout risk
2026-08-31,28116,285229,7,1.18,11,High,Balance surplus against predicted 72-hour stockout risk
2026-08-31,283388,28077,5,0.98,19,High,Balance surplus against predicted 72-hour stockout risk
2026-08-31,18225,283264,8,2.04,13,High,Balance surplus against predicted 72-hour stockout risk
2026-08-31,24139,284971,8,5.45,25,High,Balance surplus against predicted 72-hour stockout risk
2026-08-31,284327,284445,11,2.69,12,High,Balance surplus against predicted 72-hour stockout risk
2026-08-31,284716,284800,9,2.92,13,High,Balance surplus against predicted 72-hour stockout risk
2026-08-31,282595,282573,6,3.49,22,High,Balance surplus against predicted 72-hour stockout risk
2026-08-31,280600,280323,6,2.14,16,High,Balance surplus against predicted 72-hour stockout risk
2026-08-31,10163,10120,6,5.33,20,High,Balance surplus against predicted 72-hour stockout risk
2026-08-31,284192,280641,6,0.45,19,High,Balance surplus against predicted 72-hour stockout risk
2026-08-31,284559,280931,8,1.32,10,High,Balance surplus against predicted 72-hour stockout risk
2026-08-31,283068,28065,5,0.77,16,High,Balance surplus against predicted 72-hour stockout risk
2026-08-31,283845,281486,6,2.19,17,High,Balance surplus against predicted 72-hour stockout risk
2026-08-31,94146,94118,6,12.38,32,High,Balance surplus against predicted 72-hour stockout risk
2026-08-31,30052,30038,6,0.0,16,High,Balance surplus against predicted 72-hour stockout risk
2026-08-31,283953,22137,6,3.06,15,High,Balance surplus against predicted 72-hour stockout risk
2026-08-31,282784,282730,7,6.28,17,High,Balance surplus against predicted 72-hour stockout risk
2026-08-31,20001,20004,5,1.15,12,High,Balance surplus against predicted 72-hour stockout risk
2026-08-31,16030,285060,8,13.09,38,High,Balance surplus against predicted 72-hour stockout risk
2026-08-31,28027,285300,6,1.77,12,High,Balance surplus against predicted 72-hour stockout risk
2026-08-31,285125,284402,12,3.91,15,High,Balance surplus against predicted 72-hour stockout risk
2026-08-31,16114,282788,6,40.45,69,High,Balance surplus against predicted 72-hour stockout risk
2026-08-31,1820,280514,8,3.48,19,High,Balance surplus against predicted 72-hour stockout risk
2026-08-31,10152,10109,6,5.86,19,High,Balance surplus against predicted 72-hour stockout risk
2026-09-01,281536,281517,7,0.64,12,High,Balance surplus against predicted 72-hour stockout risk
2026-09-01,284863,94137,5,19.31,34,High,Balance surplus against predicted 72-hour stockout risk
2026-09-01,280941,284087,9,19.96,52,High,Balance surplus against predicted 72-hour stockout risk
2026-09-01,285224,284769,5,1.59,18,High,Balance surplus against predicted 72-hour stockout risk
2026-09-01,283731,284356,7,7.01,22,High,Balance surplus against predicted 72-hour stockout risk
2026-09-01,280911,280912,5,2.78,23,High,Balance surplus against predicted 72-hour stockout risk
2026-09-01,284665,281755,15,3.69,21,High,Balance surplus against predicted 72-hour stockout risk
2026-09-01,282690,30016,5,0.0,9,High,Balance surplus against predicted 72-hour stockout risk
2026-09-01,284255,91103,5,1.61,16,High,Balance surplus against predicted 72-hour stockout risk
2026-09-01,285062,18089,6,2.75,19,High,Balance surplus against predicted 72-hour stockout risk
2026-09-01,16163,25001,6,5.11,16,High,Balance surplus against predicted 72-hour stockout risk
2026-09-01,18284,18086,9,1.38,11,High,Balance surplus against predicted 72-hour stockout risk
2026-09-01,36133,36159,5,1.36,18,High,Balance surplus against predicted 72-hour stockout risk
2026-09-01,16006,16014,5,25.43,46,High,Balance surplus against predicted 72-hour stockout risk
2026-09-01,24139,284971,5,5.45,25,High,Balance surplus against predicted 72-hour stockout risk
2026-09-01,20001,20002,6,1.9,20,High,Balance surplus against predicted 72-hour stockout risk
2026-09-01,629,618,8,1.48,14,High,Balance surplus against predicted 72-hour stockout risk
2026-09-01,283472,30008,8,1.09,11,High,Balance surplus against predicted 72-hour stockout risk
2026-09-01,285311,94118,5,4.83,22,High,Balance surplus against predicted 72-hour stockout risk
2026-09-01,285254,412,6,7.17,30,High,Balance surplus against predicted 72-hour stockout risk
2026-09-01,284423,28018,5,1.29,13,High,Balance surplus against predicted 72-hour stockout risk
2026-09-01,16005,16028,5,33.04,73,High,Balance surplus against predicted 72-hour stockout risk
2026-09-01,284648,283426,8,6.84,26,High,Balance surplus against predicted 72-hour stockout risk
2026-09-01,281681,284578,7,1.57,14,High,Balance surplus against predicted 72-hour stockout risk
2026-09-01,283953,22152,6,2.27,13,High,Balance surplus against predicted 72-hour stockout risk
2026-09-01,1803,24124,7,5.13,22,High,Balance surplus against predicted 72-hour stockout risk
2026-09-01,284821,11005,12,6.12,21,High,Balance surplus against predicted 72-hour stockout risk
2026-09-01,284499,18096,10,5.81,27,High,Balance surplus against predicted 72-hour stockout risk
