bank_id,name,state,district,city,latitude,longitude,category
7031,Nehru Centenary Hospital Blood Centre Korba,Chhattisgarh,Korba,Korba,0.0,0.0,Government
22149,OM BLOOD CENTRE,Chhattisgarh,Jashpur,Pathalgaon,21.150154,81.510693,Private
7030,Nmdc Appolo Hospital Blood Centre,Chhattisgarh,Dantewada,dantewada,18.703695,81.248612,Government
280425,Bilasa Blood Centre,Chhattisgarh,Rajnandgaon,Rajnandgaon,21.25435,81.66339,Charitable
22140,Ujwala blood and compnent centre,Chhattisgarh,Mahasamund,In front of DCB Bank,21.199799,81.903389,Private
283895,Mittal Blood Centre,Chhattisgarh,Durg,Durg,21.187415,81.308734,Charitable
7029,Ashirwad Blood Centre,Chhattisgarh,Raipur,Raipur,21.258245,81.66018,Charitable
284466,Late Shri Lakhiram Agrawal Mem Govt Medical College Associated Sant Baba Guru Ghasidas Ji Memo Govt,Chhattisgarh,Raigarh,Raigarh,10.917527,41.680166,Government
282682,Balaji Blood Centre Korba,Chhattisgarh,Korba,Korba,22.358763,82.7203479,Private
284460,District Hospital Blood Center Gaurela Pendra Marwahi,Chhattisgarh,Gaurella Pendra Marwahi,Gaurella,21.208276,81.451454,Government
9001,Daman Raktdan Kendra,Dadra and Nagar Haveli and Daman and Diu,Daman,Daman,20.433246,72.831276,Government
8001,Indian Red Cross Society Blood Centre Dadra And Nagar Haveli,Dadra and Nagar Haveli and Daman and Diu,Dadra & Nagar Haveli,Silvassa,20.455189,72.811865,Trust
285199,Ms Shri Shyam Charitable Blood Centre,Delhi,North,North Delhi,28.70164,77.206592,Charitable
280737,Human Care Medical Charitable Trust,Delhi,South West,South West,28.546827,77.11669,Charitable
97111,"ABVIMS, Dr Ram Manohar Lohia Hospital",Delhi,New Delhi,New Delhi,28.3734,77.125,Government
672,Cardio Neuro Centre Blood Centre Cnc Aiims Delhi,Delhi,South,New Delhi,28.566539,77.20984,Government
630,"Blood Centre, Holy Family Hospital",Delhi,South,New Delhi,28.563012,77.275829,Private
631,"Blood Centre, Shri Moolchand Khariti-Ram Hospital And Ayurvedic Research Institute",Delhi,South,New Delhi,28.566225,77.235575,Private
280730,Blood Centre Sant Parmanad Hospital,Delhi,North,Delhi,28.677715,77.224099,Private
632,"Blood Centre, Batra Hospital And Medical Research Center",Delhi,South,New Delhi,28.513468,77.245773,Private
634,Blood Centre Sir Ganga Ram Hospital,Delhi,Central,New Delhi,28.638675,77.189489,Private
635,"Blood Centre, Dharamshila Narayana Superspeciality Hospital",Delhi,East,Delhi,28.655945,77.307495,Private
280451,Blood Centre Bhagwan Mahavir Hospital,Delhi,North West,Delhi,28.677267,77.148643,Government
636,"Blood Centre, Indraprastha Medical Corporation (Apollo Hospital)",Delhi,South East,New Delhi,28.535398,77.246174,Private
637,"Blood Centre, National Heart Institute",Delhi,South East,New Delhi,28.5574087,77.2457177,Private
639,"Blood Centre, Rajiv Gandhi Cancer Institute And Research Center",Delhi,North West,Delhi,28.716471,77.11093,Private
283040,Divine Charitable Blood Centre,Delhi,East,Delhi,28.618111,77.237287,Charitable
97105,Blood Bank of AIIMS,Delhi,South West,New Delhi,28.519098,77.168077,Government
97101,Indian Red Cross Society NHQ Blood Centre,Delhi,New Delhi,New Delhi,28.618675,77.21089,Trust
97104,Safdarjung Hospital Blood Bank,Delhi,South West,New Delhi,28.568016,77.205765,Government
283318,Guru Nanak Dev Charitable Blood Centre,Delhi,South West,Delhi,28.543761,77.152115,Charitable
640,"Blood Centre, Mata Chanan Devi Hospital",Delhi,West,New Delhi,28.618861,77.078382,Private
284802,Om Charitable Blood Centre(A Unit Of Lok Seva Charitable Trust),Delhi,North West,Delhi,28.707856,77.092871,Charitable
641,"Blood Centre, Pushpawati Singhania Research Institute(For Liver, Renal And Digestive Disease)",Delhi,South,New Delhi,28.502585,77.225416,Private
642,"Blood Centre, Jaipur Golden Hospital",Delhi,West,New Delhi,28.697734,77.109478,Private
284129,Blood Centre Of Triton Hospital,Delhi,South East,New Delhi,28.563171,77.282479,Private
643,"Blood Centre, Maharaja Agrasen Hospital",Delhi,West,New Delhi,28.67408,77.134063,Private
644,"Blood Centre, Delhi Heart And Lungs Institute",Delhi,New Delhi,New Delhi,28.641636,77.205219,Private
284128,Central Polyclinic Blood Centre,Delhi,East,Delhi,28.645742,77.292552,Private
280762,Shree Aggarsain International Hospital Blood Centre,Delhi,South West,Rohni,28.531991,77.167319,Private
283477,Freedom Blood Centre,Delhi,North East,Yamuna vihar,28.685343,77.295283,Private
280440,"M/S Venkateshwar Hospital New Delhi, Dwarka Sector-18 A",Delhi,New Delhi,Dwarka,28.6164,77.236052,Private
646,"Blood Centre, Shree Balaji Action Medical Institute",Delhi,West,New Delhi,28.673738,77.110226,Private
647,"Blood Bank, Max Super Specialty Hospital, (A Unit Of Balaji Medical And Disgnostic Research Centre)",Delhi,East,Delhi,28.636859,77.296779,Private
604,Blood Centre IRPGIMSR NRCH,Delhi,New Delhi,New Delhi,28.652305,77.167881,Government
648,"Blood Centre, Max Super Specialty Hospital, (A Unit Of Devki Devi Foundation)",Delhi,South,New Delhi,28.573359,77.23739,Private
606,Blood Centre E.S.I. Hospital Basaidarapur,Delhi,West,New Delhi,28.639432,77.101276,Government
608,"Blood Centre, Govind Ballabh Pant Institute Of Postgraduate Medical Education And Research",Delhi,Central,New Delhi,28.6162,77.19664,Government
609,"Blood Centre, Deen Dayal Upadhay Hospital",Delhi,West,New Delhi,28.583437,77.117583,Government
97134,SHRI MATA JHANDEWALI BLOOD CENTRE,Delhi,Central,NEW DELHI,28.602824,77.180264,Charitable
97135,All India Institute of Ayurveda Blood Center,Delhi,New Delhi,New Delhi,28.611337,77.231182,Government
97131,Yatharth Super Specialty Hospital Blood Centre,Delhi,North West,Delhi,28.727954,77.152927,Private
97132,MAA SHEETLA CHARITABLE BLOOD CENTRE Delhi,Delhi,South,Delhi,28.547006,77.271599,Charitable
283827,Rathi Hospital,Delhi,West,Ranhola village,28.657734,77.096025,Private
97133,BRAHM SHAKTI BLOOD CENTRE North West,Delhi,North West,DELHI,28.721513,77.122729,Private
650,Blood Centre Saroj Super Speciality Hospital,Delhi,North West,Delhi,28.70612,77.129045,Private
284958,M/S Blood Centre(A Unit Of Cronus Multi Speciality Hospital),Delhi,South,New Delhi,28.527036,77.283068,Private
651,"Blood Bank, Fortis Flt.Lt. Rajan Dhall Hospital (A Unit Of Flt. Lt. Ranjan Dhall Charitable Trust Re",Delhi,South West,New Delhi,28.519397,77.160438,Private
653,"Blood Centre, Dr. B. L. Kapur Memorial Hospital",Delhi,West,New Delhi,28.643642,77.179979,Private
284119,Madhukar Rainbow ChildrenS Hospital (Mrch),Delhi,New Delhi,New Delhi,28.631513,77.173406,Private
280752,Blood Centre Aakash Healthcare Pvt Ltd,Delhi,South West,Delhi,28.539029,77.158217,Private
610,Blood Centre Guru Tegh Bahadur Hospital,Delhi,Shahdara,Delhi,28.683856,77.309903,Government
654,"Blood Centre, Kalra Hospital And Shri Ram Cardiothoracic And Neuro Sciences Centre (Srncnc)",Delhi,West,New Delhi,28.657823,77.142691,Private
655,"Blood Centre, Park Hospital",Delhi,West,New Delhi,28.651772,77.093105,Private
612,"Blood Centre, Sanjay Gandhi Memorial Hospital",Delhi,North West,Delhi,28.692792,77.081656,Government
656,"Blood Centre, Fortis Hospital",Delhi,North West,New Delhi,28.709162,77.170214,Private
657,"Blood Centre, Bhagat Chandra Hospital",Delhi,South West,New Delhi,28.593451,77.081221,Private
613,"Blood Centre, Dr. Baba Saheb Ambedkar Hospital",Delhi,North West,New Delhi,28.715052,77.113639,Government
614,Blood Centre Dr Hedgewar Arogya Sansthan,Delhi,East,Delhi,28.655875,77.293489,Government
284477,Kailash Deepak Hospital Blood Center,Delhi,East,DELHI,28.666147,77.314695,Private
658,"Blood Centre, Max Super Specialty Hospital (A Unit Of Max Health Care Institute Ltd)",Delhi,North West,Delhi,28.720159,77.1355,Private
659,"Blood Centre, Hakeem Abdul Hameed Centenary Hospital",Delhi,South,New Delhi,28.513711,77.251861,Private
615,"Blood Centre, Institute Of Liver And Biliary Sciences",Delhi,South West,New Delhi,28.506259,77.165051,Government
616,"Blood Centre, Lal Bahadur Shastri Hospital",Delhi,East,Delhi,28.617839,77.311452,Government
284870,Cribs Blood Centre,Delhi,South,New Delhi,28.511995,77.255437,Charitable
618,"Blood Centre, Hindu Rao Hospital",Delhi,North,Delhi,28.67538,77.212312,Government
619,"Blood Centre, Swami Dayanand Hospital",Delhi,North East,Delhi,28.678471,77.304087,Government
285066,Mgs Super Speciality Hospital,Delhi,West,Punjabi Bagh,28.727954,77.152927,Private
97127,Max Super Speciality Hospital Dwarka,Delhi,North West,New Delhi,28.727954,77.152927,Private
97128,Blood centre of Lady Harding Medical College & Associated Hospitals,Delhi,New Delhi,New Delhi,28.608897,77.194036,Government
660,"Blood Centre, Indian Spinal Injuries Centre",Delhi,South West,New Delhi,28.532663,77.141765,Private
280306,Blood Centre Rbtc Lok Nayak Hospital,Delhi,Central,Delhi,28.632374,77.190874,Government
663,"Blood Centre, Primus Super Speciality Hospital",Delhi,South,New Delhi,28.527512,77.213547,Private
620,"Blood Centre, Kasturba Gandhi Hospital",Delhi,Central,New Delhi,28.648838,77.238017,Government
664,Blood Centre Organization,Delhi,Central,New Delhi,28.642777,77.18156,Private
622,Rotary Blood Centre,Delhi,South,New Delhi,28.513434,77.24269,Charitable
666,"Blood Centre, White Cross Blood Centre",Delhi,South,New Delhi,28.560675,77.253601,Private
623,Lions Blood Centre Rbtc,Delhi,North West,Delhi,28.704148,77.162213,Charitable
284742,Rotary Delhi Capitol Charitable Blood Centre,Delhi,North East,Delhi,28.653968,77.304182,Charitable
624,"Blood Centre, Mission Jan Jagriti Blood Centre",Delhi,North West,Delhi,28.606008,77.295437,Charitable
625,"Blood Centre, Pitampura Blood Centre",Delhi,North West,New Delhi,28.700002,77.125443,Charitable
283498,Life Line Blood Centre A Unit Of Mata Roop Rani Maggo And Mahindru Hospital,Delhi,New Delhi,Uttam Nagar,28.596147,77.22251,Private
283297,Blood Centre Maharaja Agrasen Hospital Dwarka,Delhi,South West,Delhi,28.67408,77.134063,Private
629,"Blood Centre, St. Stephens Hospital",Delhi,North,Delhi,28.665135,77.214542,Private
283295,Blood Centre Tarak Hospital India Pvt Ltd,Delhi,New Delhi,Delhi,28.61717,77.24147,Private
283294,Blood Centre Rajiv Gandhi Super Specialty Hospital Tahirpur Delhi,Delhi,North East,Delhi,28.707457,77.298167,Government
280167,"Manipal Hospital, Blood Centre (Bcsu)",Goa,North Goa,Panaji,15.497273,73.856318,Private
10002,Hospicio S,Goa,south Goa,Fatorda Margao,15.27947,73.960567,Government
10001,"Goa Medical College, Blood Centre",Goa,North Goa,Bambolim,15.463768,73.858813,Government
282818,"Victor Hosptial And Medical Services Ltd, Blood Centre",Goa,south Goa,Margao,15.267884,73.993075,Private
10005,District Hospital Peddem,Goa,North Goa,Mapusa,15.597585,73.820198,Government
24135,"Hiramani Blood Centre Run by Jansahayak, Trust Narayanpura Ahmedabad",Gujarat,Gandhinagar,GANDHINAGAR,23.004479,72.627739,Private
24136,LOKSEVA BLOOD CENTRE SURAT,Gujarat,Gujarat,Surat,22.565423,72.556549,Charitable
24137,Indian Red Cross Society Gandhinagar,Gujarat,Gandhinagar,GANDHINAGAR,22.608583,73.459578,Trust
24138,JEEVAN JYOT BLOOD CENTRE vadodara,Gujarat,Vadodara,vadodara,22.304204,73.1935,Charitable
24139,babubhai aslaliya blood centre,Gujarat,Rajkot,rajkot,22.274159,70.8623,Charitable
283805,Life Line Blood Center,Gujarat,Junagadh,Junagadh,21.507118,70.439882,Charitable
280415,"Indian Red Cross Society Choryasi Taluka Branch, Surat",Gujarat,Surat,surat,21.169899,72.816352,Trust
280414,Shalby Hospital,Gujarat,Ahmedabad,Ahmedabad,23.026745,72.554392,Private
24130,DR. MOHANBHAI S PATEL BLOOD CENTER RED CROSS,Gujarat,Patan,Patan,23.84495,72.121158,Trust
24131,Saurashtra Voluntary Blood Bank & Research Center,Gujarat,Rajkot,Rajkot,22.323068,70.772096,Charitable
280412,"Late N.H. Ramani Memorial Voluntary Blood Centre And Navchetan Pathology Lab., Modasa",Gujarat,Aravalli,Modasa,23.459892,73.297569,Charitable
24132,Nirali Hospital Blood storage centreNAVSARI,Gujarat,Navsari,Navsari,20.932436,72.988906,Private
24133,M/s B K VOLUNTARY BLOOD CENTRE BANAS KANTHA,Gujarat,Banas Kantha,PALANPUR,24.136524,72.41291,Charitable
283247,"Indian Red Cross Society, Bhuj",Gujarat,Kachchh,Bhuj,23.012718,72.55774,Trust
283246,Indian Red Cross Society Mahisagar District Branch,Gujarat,Mahisagar,MAHISAGAR,20.949882,72.918373,Trust
283245,Indian Red Cross Society Bhavnagar District Branch,Gujarat,Bhavnagar,Bhavnagar,21.78086,72.148418,Trust
24140,Anmol Blood Centre,Gujarat,Rajkot,Jasdan,22.261105,70.843594,Charitable
24141,VADODARA RAKTADAN KENDRA,Gujarat,Vadodara,VADODARA,20.609737,72.929097,Charitable
284449,Reva Voluntary Blood Centre,Gujarat,Ahmedabad,CHANDKHEDA,22.996906,72.539752,Charitable
802,"Smt. Shardaben Hospital, Ahmedabad",Gujarat,Ahmedabad,Ahmedabad,23.035285,72.617719,Government
803,"Civil Hospital, Ahmedabad",Gujarat,Ahmedabad,Ahmedabad,23.007582,72.546711,Government
806,"Cancer Institute, Ahmedabad",Gujarat,Ahmedabad,Ahmedabad,23.009939,72.570567,Charitable
807,Institute Of Kidney Disease And Research Centre,Gujarat,Ahmedabad,Ahmedabad,23.051439,72.605577,Charitable
808,"Dr. Jivraj Mehta Smarak Health Foundation, Ahmedabad",Gujarat,Ahmedabad,Ahmedabad,23.008319,72.543367,Charitable
809,"Prathama Blood Centre,Paldi Ahmedabad",Gujarat,Ahmedabad,Ahmedabad,22.995227,72.557086,Charitable
24112,G G Govt Hospital Blood Bank,Gujarat,Jamnagar,Jamnagar,22.455188,70.068416,Government
24113,Sterling Hospital Blood Bank,Gujarat,Ahmedabad,Ahmedabad,23.048798,72.531309,Private
24114,PDU GOVERNMENT HOSPITAL RAJKOT,Gujarat,Rajkot,Rajkot,22.311018,70.806848,Government
280518,"Indian Red Cross Society Blood Centre, Godhara",Gujarat,Panch Mahals,Godhra,22.770106,22.770106,Trust
24118,"L.G.HOSPITAL, MANINAGAR, AHMEDABAD",Gujarat,Ahmedabad,Ahmedabad,22.986283,72.543222,Government
24119,Sheth Vadilal Sarabhai General Hospital,Gujarat,Ahmedabad,Ahmedabad,23.021763,72.552065,Government
280514,JAINACHARYA JANAKCHANDRASURI BLOOD CENTRE AND SMT. PUSHPABEN RAMESHBHAI SHAH BLOOD COMPONENT CENTRE,Gujarat,Sabar Kantha,Sabar Kantha,23.376606,72.488951,Charitable
280515,Zydus Hospitals And Healthcare Research Pvt. Ltd,Gujarat,Ahmedabad,Ahmedabad,23.034475,72.591401,Private
280754,Sardar Vallabhbhai Patel Institute Of Medical Science And Research Blood Centre,Gujarat,Ahmedabad,Ahmedabad,22.982656,72.580424,Charitable
24111,Blood Bank Gmers Medical College & Hospital,Gujarat,Patan,Dharpur,23.847914,72.087573,Government
810,"White Cross Blood Centre (Vol.), Ahmedabad",Gujarat,Ahmedabad,Ahmedabad,23.06573,72.636791,Charitable
283224,Dhwani Blood Centre,Gujarat,Vadodara,Vadodara,22.314373,73.174114,Charitable
811,Adarsh Voluntary Blood Centre Managed By Devam Charitable Trust,Gujarat,Ahmedabad,Ahmedabad,23.014508,72.554546,Private
815,Sanjivani Blood Bank Voluntaryand Apheresis Centre Paldi,Gujarat,Ahmedabad,Ahmedabad,23.033022,72.560161,Charitable
817,"Ahmedabad Raktdan Kendra (Voluntary), Ahmdedabad (Formerly Known As Mahagujarat Blood Bank)",Gujarat,Ahmedabad,ahmedabad,23.041693,72.592746,Charitable
818,"Sarvodaya Charitable Trust Blood Centre, (Supratech Voluntary Blood Centre), Ahmedabad",Gujarat,Ahmedabad,Ahmedabad,23.005807,72.523979,Charitable
819,Help Voluntary Blood Centre,Gujarat,Ahmedabad,Ahmedabad,23.000103,72.604863,Charitable
285225,"Blood Centre, K.K. Maheta Government Hospital",Gujarat,Amreli,SAVARKUNDLA,21.635468,71.247853,Government
1809,"General Hospital, Porbandar",Gujarat,Porbandar,Porbandar,21.636578,69.628472,Government
24124,Blood Bank Gmers Medical College Hospital Vadnagar,Gujarat,Mahesana,Vadnagar,23.737168,72.363747,Government
24125,Indian Red Cross Society Anand,Gujarat,Anand,Anand,22.554608,72.960402,Trust
282809,Ayush Blood Center,Gujarat,Vadodara,Vadodara,22.273815,73.189913,Charitable
24126,"INDIAN RED CROSS BLOOD BANK,NADIAD",Gujarat,Kheda,Nadiad,22.691088,22.691088,Trust
280745,Kusumben Dhirajlal Charitbale Hospital Blood Centre,Gujarat,Ahmedabad,Ahmedabad,23.039122,72.542917,Charitable
280741,Lifeline Blood Centre,Gujarat,Surendranagar,surendranagar,22.739396,71.654057,Charitable
280742,Shantabaa Medical College And General Hospital Blood Centre,Gujarat,Amreli,Amreli,21.587686,71.238699,Private
284426,My Blood Centre,Gujarat,Dahod,Dahod,22.870372,74.276962,Charitable
24120,"Blood Centre, New Civil Hospital, Surat",Gujarat,Surat,Surat,21.180272,72.821117,Government
24121,Voluntary Blood Centre SMIMER,Gujarat,Surat,Surat,21.196246,72.845477,Government
821,GCS MEDICAL COLLEGE HOSPITAL AND RESEARCH CENTER,Gujarat,Ahmedabad,Ahmedabad,22.287302,70.8003,Charitable
280740,Dharmsinh Desai Foundation Blood Centre,Gujarat,Kheda,Nadiad,22.735256,72.807057,Private
24122,GOVT.MEDICAL & GENERAL HOSPITAL SIDDHPUR,Gujarat,Patan,Siddhpur,23.916169,72.372983,Government
822,"Indu Voluntary Blood Centre, Anand",Gujarat,Anand,Anand,22.511243,73.012003,Charitable
284785,Praneta Blood Centre,Gujarat,Ahmedabad,AHMEDABAD,23.006225,72.541921,Charitable
1807,"Bhansali Trust Raktdan Kendra, Radhanpur",Gujarat,Patan,Radhanpur,23.823539,71.616139,Charitable
823,Shree Ghanshyam Pathology Laboratory And Blood Centre,Gujarat,Anand,Anand,22.556549,72.963992,Private
284421,Jivan Voluntary Blood Centre Run By Sanskruti Foundation,Gujarat,Banas Kantha,PALANPUR,24.157218,72.43867,Charitable
1806,"Seventilal Kantilal, Patan",Gujarat,Patan,Patan,23.848226,72.112104,Charitable
824,"Gandhi Lincoln Hospital, Deesa",Gujarat,Banas Kantha,Deesa,24.256318,72.184372,Charitable
1805,"Raktdan Kendra Voluntary Blood Centre, Godhra",Gujarat,Panch Mahals,Panch Mahals,22.762228,73.608892,Charitable
825,"Sir T. Hospital, Bhavnagar",Gujarat,Bhavnagar,Bhavnagar,21.76982,72.160378,Government
826,Bhavnagar Blood Centre,Gujarat,Bhavnagar,Bhavnagar,21.76982,72.160378,Charitable
1804,N. M. Patel Blood Bank And Dr.A.C.Mapara Blood Component Center Bilimora,Gujarat,Navsari,Bilimora,20.985046,72.954659,Charitable
1803,"Visnagar Voluntary Blood Centre, Visnagar",Gujarat,Mahesana,Mahesana,23.702248,72.373358,Charitable
828,"Mayur Blood Centre (Vol.), Mandvi",Gujarat,Kachchh,Mandvi,22.833302,69.354198,Private
1802,"Mehsana Jaycees, Mehsana",Gujarat,Mahesana,Mehsana,23.607589,72.384975,Charitable
829,"G.K. General Hospital, Bhuj",Gujarat,Kachchh,Bhuj,23.240587,23.240587,Government
1801,"Indian Red Cross Society Blood Centre, Kapadwanj",Gujarat,Kheda,Kapadwanj,22.691088,22.691088,Trust
1811,"Shree Ram Blood Centre, Porbandar",Gujarat,Porbandar,Porbandar,21.640642,69.604689,Charitable
1810,"Aasha Blood Centre, Porbandar",Gujarat,Porbandar,Porbandar,21.636578,69.628472,Charitable
280578,"Indu Voluntary Blood Centre, Bodeli, Dist. Chhotaudepur",Gujarat,Chhotaudepur,Chhotaudepur,22.550975,72.559661,Charitable
280457,"Shree Swaminarayan Sankar Dham Trust Sanskar Blood Centre, Morbi",Gujarat,Morbi,Morbi,22.582819,72.565453,Charitable
280455,Savior Voluntary Blood Centre And Research Centre,Gujarat,Surat,Surat,22.287302,70.8003,Charitable
280576,"Sumandeep Vidhyapith, Chandkheda",Gujarat,Ahmedabad,Ahmedabad,23.054772,72.542057,Charitable
280456,"Charusat Healthcare And Research Foundation, Smt Chandaben Mohanbhai Patel Blood Bank, Changa",Gujarat,Anand,changa,22.523452,72.935679,Charitable
830,"Jivanjyot Blood Centre, Bhuj",Gujarat,Kachchh,Bhuj,23.241748,69.67181,Private
284018,"Shrimad Rajchandra Hospital And Research Centre, Blood Centre",Gujarat,Valsad,Dharampur,22.287302,70.8003,Charitable
280453,"Lions Blood Centre, Ognaj",Gujarat,Ahmedabad,Ahmedabad,23.034165,72.539389,Charitable
833,"Shraddhadeep Pathology Lab And Blood Centre, Gandhinagar",Gujarat,Gandhinagar,Gandhinagar,23.226929,72.646557,Private
1819,"Patel Voluntary Blood Centre, Modasa",Gujarat,Aravalli,Arvalli,23.467375,73.297689,Charitable
280452,M/S. Cims Hospital Pvt.Ltd.,Gujarat,Ahmedabad,AHMEDABAD,23.028672,72.573814,Private
284136,"Ved Voluntary Blood Centre, Amreli",Gujarat,Amreli,Amreli,21.603535,71.261298,Private
834,"Apollo Hospital International Ltd., Bhat",Gujarat,Gandhinagar,Gandhinagar,23.109635,72.625835,Private
1818,"Indian Red Cross Society, Himmatnagar",Gujarat,Sabar Kantha,Himmatnagar,23.056733,72.573372,Trust
280573,"General Hospital, Surendranagar",Gujarat,Surendranagar,Surendranagar,22.7226,71.649165,Government
1817,"Astha Voluntary Blood Centre, Gondal",Gujarat,Rajkot,Gondal,21.959147,70.803122,Charitable
284135,"Divya Jivan Blood Centre, Sanand",Gujarat,Ahmedabad,Ahmedabad,23.045111,72.563894,Private
837,"Navdeep Blood Centre, Junagadh",Gujarat,Junagadh,Junagadh,21.520745,70.454426,Charitable
839,Muljibhai Patel Urological Hospital,Gujarat,Kheda,Nadiad,22.683058,72.872039,Charitable
1812,"Nationality Development Foundation, Rajkot",Gujarat,Rajkot,Rajkot,22.283334,70.799999,Charitable
24109,"General Hospital & Gmers Medical College, Valsad",Gujarat,Valsad,Valsad,20.59404,72.922063,Government
24101,Indian Red Cross Society Ahmedabad Blood Bank,Gujarat,Ahmedabad,Ahmedabad,23.012718,72.55774,Trust
24102,M/s Trustees of Galbabhai Nanjibhai Patel Charitable Trust Sanchalit Blood Centre,Gujarat,Banas Kantha,Palanpur,24.157231,72.42698,Charitable
24104,GMERS MEDICAL COLLEGE ATTACHED GENERAL HOSPITAL,Gujarat,Gandhinagar,Gandhinagar,22.313751,73.148086,Government
24105,"Blood Bank, GMERS Medical College and Hospital, Gotri",Gujarat,Vadodara,Vadodara,22.313751,73.148086,Government
24106,"GMERS Medical college & general Hospital, Himmatnagar",Gujarat,Sabar Kantha,himmatnagar,23.608546,72.391231,Government
24107,S.S.G.HOSPITAL.,Gujarat,Vadodara,Vadodara,22.313343,73.183938,Government
24108,Medical Superintendent of GMERS Medical college & general Hospital Sola,Gujarat,Ahmedabad,Ahmedabad,23.01774,72.54822,Government
284927,"Blood Center, Gmers Medical College Attached General Hospital, Rajpipla",Gujarat,Narmada,Rajpipla,23.595692,72.960688,Government
1822,Shraddha Blood Centre,Gujarat,Surendranagar,DHRANGADHRA,22.712621,71.641549,Private
1820,SHRIMATI DAHIBEN RATILAL CHARITABLE TRUST SANCHALIT TRIMURTI VOLUNTARY BLOOD CENTRE,Gujarat,Sabar Kantha,Sabar Kantha,23.355637,72.475212,Charitable
840,Gujarat Methodist Church Cardiac Care And Research Society Blood Centre.Nadiad,Gujarat,Kheda,Nadiad,22.701204,72.844443,Charitable
841,"Sardar Seva Trust, Unjha Nagrik Sahkari Voluntary Blood Centre, Unja",Gujarat,Mahesana,UNJHA,23.804024,72.389713,Charitable
842,"Indian Red Cross Society Blood Centre, Navsari",Gujarat,Navsari,Navsari,20.949882,72.918373,Trust
845,Life Blood Centre (Formerly Known As Rajkot Voluntary Blood Centre),Gujarat,Rajkot,Rajkot,22.295216,70.80851,Charitable
846,"Nathani Voluntary Blood Centre, Rajkot",Gujarat,Rajkot,Rajkot,22.2943,70.788614,Charitable
283156,Sushrusha Blood Centre Navasari,Gujarat,Navsari,Jalalpore,21.002023,72.93835,Charitable
847,"Red Cross Blood Centre, Rajkot",Gujarat,Rajkot,Rajkot,22.295381,70.796956,Trust
1827,"Smt. Puriben Popat Lakha Blood Centre , Vapi",Gujarat,Valsad,vapi,20.373994,72.904781,Charitable
283155,Indian Red Cross Society Dang,Gujarat,Dang,Dang,23.012718,72.55774,Trust
1826,"S.B. P.P. Co-Op. Centre Foundation Blood Centre, Killa Pardi",Gujarat,Valsad,valsad,20.570828,72.906196,Charitable
283154,"Indian Red Cross Society,Tarapur Taluka",Gujarat,Anand,Tarapur,22.554608,72.960402,Trust
849,Surat Raktdan Kendra And Reseach Centre,Gujarat,Surat,Surat,21.172667,72.829951,Charitable
1825,"Lions Medical Trust, Chikhali",Gujarat,Navsari,Chikhli,20.947927,73.028072,Charitable
1824,"Dhiraj Blood Centre, Vadodara",Gujarat,Vadodara,VADODARA,22.30732,73.181079,Charitable
284483,Unity Blood Centre Surat,Gujarat,Surat,Surat,21.173508,72.816173,Charitable
1823,"Maliba Raktdan Kendra, Indian Red Cross Society, Vyara",Gujarat,Tapi,Vyarat,22.691088,22.691088,Trust
280438,"General Hospital, Godhra",Gujarat,Panch Mahals,Godhra,22.771958,73.620689,Government
280559,"General Hospital, Jamkhambalia",Gujarat,Devbhoomi Dwarka,Jamkhambhalia,22.551368,72.557749,Government
850,"Lok Samarpan Raktadan Kendra, Surat",Gujarat,Surat,Surat,21.219718,72.910619,Charitable
851,Surat Healthcare Foundation,Gujarat,Surat,Surat,21.195,72.819444,Charitable
852,"Blood Centre, Shree Mahavir Health And Medical Relief Society, Surat",Gujarat,Surat,Surat,21.184104,72.813897,Charitable
853,"Shree Sardar Smarak Hospital Blood Centre, Bardoli",Gujarat,Surat,Surat,21.130451,73.108096,Charitable
854,"C. U. Shah Medical College And Hospital, Surendranagar",Gujarat,Surendranagar,Surendranagar,22.7226,71.649165,Charitable
284115,"Polycab Social Welfare Foundation Blood Centre, Halol",Gujarat,Panch Mahals,Panch Mahals,22.839148,73.621509,Private
855,"Laxmiben Kushalbhai Patel, Vyara",Gujarat,Tapi,Vyara,21.113314,21.113314,Charitable
858,"Medical Care Centre, Vadodara",Gujarat,Vadodara,Vadodara,22.314965,73.195356,Charitable
284472,"Life Line Blood Centre,Bopal",Gujarat,Ahmedabad,Ahmedabad,22.983006,72.546519,Charitable
284471,Blood Centre Indian Red Cross Society Vadodara District Branch,Gujarat,Vadodara,Vadodara,22.293686,73.174457,Trust
280426,Blood Centre Parul Sevashram Hospital,Gujarat,Vadodara,Vadodara,22.361616,73.159129,Charitable
860,"Indu Blood Centre , Vadodara",Gujarat,Vadodara,Vadodara,22.304204,73.1935,Charitable
280303,"Indian Red Cross Society, Narmada District Branch",Gujarat,Narmada,Narmada,22.691088,22.691088,Trust
861,"Bhailal Amin General Hospital Blood Centre, Vadodara",Gujarat,Vadodara,Vadodara,22.325426,73.163239,Charitable
862,Kchrc,Gujarat,Vadodara,WAGHODIYA,22.335742,73.227008,Charitable
284229,"Adarsh Blood Centre, Kalol",Gujarat,Gandhinagar,Gandhinagar,23.074737,72.639331,Private
284228,"Zydus Hospitals And Healthcare Research Private Limited Blood Centre, Vadodara",Gujarat,Vadodara,Vadodara,22.329207,73.195619,Private
865,Valsad Raktdan Kendra,Gujarat,Valsad,Valsad,20.609737,72.929097,Charitable
