bank_id,state,district,facility_tier,district_bank_count,state_bank_count,capacity_proxy,dengue_monsoon_multiplier,facility_demand_multiplier,discard_target,regional_calibration_source
862,Gujarat,Vadodara,urban_referral,15,206,5.878,1.166,1.16,0.16,India public literature pattern mapped by facility tier and dengue-prone state
284229,Gujarat,Gandhinagar,district_center,9,206,3.223,1.166,0.92,0.19,India public literature pattern mapped by facility tier and dengue-prone state
284228,Gujarat,Vadodara,urban_referral,15,206,6.572,1.166,1.16,0.16,India public literature pattern mapped by facility tier and dengue-prone state
865,Gujarat,Valsad,metro_tertiary_hub,6,206,6.41,1.166,1.42,0.13,India public literature pattern mapped by facility tier and dengue-prone state
866,Gujarat,Valsad,urban_referral,6,206,4.898,1.166,1.16,0.16,India public literature pattern mapped by facility tier and dengue-prone state
870,Gujarat,Amreli,peripheral_center,4,206,2.289,1.166,0.68,0.24,India public literature pattern mapped by facility tier and dengue-prone state
284979,Gujarat,Banas Kantha,district_center,13,206,3.559,1.166,0.92,0.19,India public literature pattern mapped by facility tier and dengue-prone state
871,Gujarat,Anand,urban_referral,7,206,5.437,1.166,1.16,0.16,India public literature pattern mapped by facility tier and dengue-prone state
872,Gujarat,Anand,district_center,7,206,2.999,1.166,0.92,0.19,India public literature pattern mapped by facility tier and dengue-prone state
873,Gujarat,Banas Kantha,district_center,13,206,3.559,1.166,0.92,0.19,India public literature pattern mapped by facility tier and dengue-prone state
874,Gujarat,Banas Kantha,district_center,13,206,3.559,1.166,0.92,0.19,India public literature pattern mapped by facility tier and dengue-prone state
875,Gujarat,Banas Kantha,urban_referral,13,206,5.185,1.166,1.16,0.16,India public literature pattern mapped by facility tier and dengue-prone state
284971,Gujarat,Rajkot,metro_tertiary_hub,12,206,7.029,1.166,1.42,0.13,India public literature pattern mapped by facility tier and dengue-prone state
879,Gujarat,Banas Kantha,urban_referral,13,206,5.591,1.166,1.16,0.16,India public literature pattern mapped by facility tier and dengue-prone state
284172,Gujarat,Ahmedabad,metro_tertiary_hub,36,206,5.031,1.166,1.42,0.13,India public literature pattern mapped by facility tier and dengue-prone state
284170,Gujarat,Mahesana,urban_referral,7,206,5.804,1.166,1.16,0.16,India public literature pattern mapped by facility tier and dengue-prone state
880,Gujarat,Vav-Tharad,peripheral_center,3,206,2.066,1.166,0.68,0.24,India public literature pattern mapped by facility tier and dengue-prone state
881,Gujarat,Bharuch,peripheral_center,4,206,2.289,1.166,0.68,0.24,India public literature pattern mapped by facility tier and dengue-prone state
284968,Gujarat,Surat,urban_referral,15,206,3.933,1.166,1.16,0.16,India public literature pattern mapped by facility tier and dengue-prone state
882,Gujarat,Bharuch,urban_referral,4,206,4.156,1.166,1.16,0.16,India public literature pattern mapped by facility tier and dengue-prone state
883,Gujarat,Bhavnagar,district_center,7,206,2.999,1.166,0.92,0.19,India public literature pattern mapped by facility tier and dengue-prone state
884,Gujarat,Botad,peripheral_center,1,206,1.373,1.166,0.68,0.24,India public literature pattern mapped by facility tier and dengue-prone state
885,Gujarat,Bhavnagar,district_center,7,206,2.999,1.166,0.92,0.19,India public literature pattern mapped by facility tier and dengue-prone state
886,Gujarat,Kachchh,district_center,5,206,3.405,1.166,0.92,0.19,India public literature pattern mapped by facility tier and dengue-prone state
282662,Gujarat,Bharuch,peripheral_center,4,206,2.289,1.166,0.68,0.24,India public literature pattern mapped by facility tier and dengue-prone state
888,Gujarat,Surat,urban_referral,15,206,5.319,1.166,1.16,0.16,India public literature pattern mapped by facility tier and dengue-prone state
284840,Gujarat,Mahisagar,peripheral_center,2,206,1.779,1.166,0.68,0.24,India public literature pattern mapped by facility tier and dengue-prone state
889,Gujarat,Dahod,peripheral_center,4,206,2.289,1.166,0.68,0.24,India public literature pattern mapped by facility tier and dengue-prone state
284169,Gujarat,Ahmedabad,metro_tertiary_hub,36,206,9.158,1.166,1.42,0.13,India public literature pattern mapped by facility tier and dengue-prone state
282661,Gujarat,Kheda,district_center,6,206,2.866,1.166,0.92,0.19,India public literature pattern mapped by facility tier and dengue-prone state
284285,Gujarat,Vadodara,urban_referral,15,206,3.933,1.166,1.16,0.16,India public literature pattern mapped by facility tier and dengue-prone state
284284,Gujarat,Ahmedabad,metro_tertiary_hub,36,206,5.031,1.166,1.42,0.13,India public literature pattern mapped by facility tier and dengue-prone state
284283,Gujarat,Ahmedabad,metro_tertiary_hub,36,206,5.031,1.166,1.42,0.13,India public literature pattern mapped by facility tier and dengue-prone state
284839,Gujarat,Mahesana,district_center,7,206,2.999,1.166,0.92,0.19,India public literature pattern mapped by facility tier and dengue-prone state
282659,Gujarat,Patan,district_center,7,206,2.999,1.166,0.92,0.19,India public literature pattern mapped by facility tier and dengue-prone state
891,Gujarat,Gandhinagar,district_center,9,206,3.223,1.166,0.92,0.19,India public literature pattern mapped by facility tier and dengue-prone state
892,Gujarat,Gandhinagar,district_center,9,206,3.223,1.166,0.92,0.19,India public literature pattern mapped by facility tier and dengue-prone state
893,Gujarat,Jamnagar,peripheral_center,2,206,1.779,1.166,0.68,0.24,India public literature pattern mapped by facility tier and dengue-prone state
894,Gujarat,Gir Somnath,peripheral_center,2,206,1.779,1.166,0.68,0.24,India public literature pattern mapped by facility tier and dengue-prone state
895,Gujarat,Junagadh,urban_referral,5,206,5.842,1.166,1.16,0.16,India public literature pattern mapped by facility tier and dengue-prone state
896,Gujarat,Junagadh,district_center,5,206,2.712,1.166,0.92,0.19,India public literature pattern mapped by facility tier and dengue-prone state
284833,Gujarat,Ahmedabad,metro_tertiary_hub,36,206,5.031,1.166,1.42,0.13,India public literature pattern mapped by facility tier and dengue-prone state
897,Gujarat,Junagadh,district_center,5,206,2.712,1.166,0.92,0.19,India public literature pattern mapped by facility tier and dengue-prone state
284952,Gujarat,Surat,urban_referral,15,206,6.572,1.166,1.16,0.16,India public literature pattern mapped by facility tier and dengue-prone state
284396,Gujarat,Sabar Kantha,district_center,5,206,2.712,1.166,0.92,0.19,India public literature pattern mapped by facility tier and dengue-prone state
284390,Gujarat,Surat,urban_referral,15,206,3.933,1.166,1.16,0.16,India public literature pattern mapped by facility tier and dengue-prone state
280585,Gujarat,Dahod,urban_referral,4,206,4.561,1.166,1.16,0.16,India public literature pattern mapped by facility tier and dengue-prone state
280580,Gujarat,Ahmedabad,metro_tertiary_hub,36,206,5.031,1.166,1.42,0.13,India public literature pattern mapped by facility tier and dengue-prone state
284385,Gujarat,Gir Somnath,urban_referral,2,206,3.645,1.166,1.16,0.16,India public literature pattern mapped by facility tier and dengue-prone state
284539,Gujarat,Banas Kantha,urban_referral,13,206,5.185,1.166,1.16,0.16,India public literature pattern mapped by facility tier and dengue-prone state
283566,Gujarat,Rajkot,district_center,12,206,3.485,1.166,0.92,0.19,India public literature pattern mapped by facility tier and dengue-prone state
284411,Gujarat,Morbi,peripheral_center,3,206,2.066,1.166,0.68,0.24,India public literature pattern mapped by facility tier and dengue-prone state
283321,Gujarat,Bhavnagar,district_center,7,206,2.999,1.166,0.92,0.19,India public literature pattern mapped by facility tier and dengue-prone state
284526,Gujarat,Morbi,peripheral_center,3,206,2.066,1.166,0.68,0.24,India public literature pattern mapped by facility tier and dengue-prone state
283316,Gujarat,Banas Kantha,urban_referral,13,206,5.745,1.166,1.16,0.16,India public literature pattern mapped by facility tier and dengue-prone state
282583,Gujarat,Dahod,urban_referral,4,206,5.542,1.166,1.16,0.16,India public literature pattern mapped by facility tier and dengue-prone state
282580,Gujarat,Vav-Tharad,peripheral_center,3,206,2.066,1.166,0.68,0.24,India public literature pattern mapped by facility tier and dengue-prone state
284086,Gujarat,Bharuch,peripheral_center,4,206,2.983,1.166,0.68,0.24,India public literature pattern mapped by facility tier and dengue-prone state
280714,Gujarat,Mahesana,district_center,7,206,2.999,1.166,0.92,0.19,India public literature pattern mapped by facility tier and dengue-prone state
280836,Gujarat,Bhavnagar,district_center,7,206,2.999,1.166,0.92,0.19,India public literature pattern mapped by facility tier and dengue-prone state
280715,Gujarat,Surat,urban_referral,15,206,3.933,1.166,1.16,0.16,India public literature pattern mapped by facility tier and dengue-prone state
283427,Gujarat,Rajkot,urban_referral,12,206,5.922,1.166,1.16,0.16,India public literature pattern mapped by facility tier and dengue-prone state
282579,Gujarat,Banas Kantha,district_center,13,206,3.559,1.166,0.92,0.19,India public literature pattern mapped by facility tier and dengue-prone state
284513,Gujarat,Gandhinagar,district_center,9,206,3.223,1.166,0.92,0.19,India public literature pattern mapped by facility tier and dengue-prone state
283422,Gujarat,Patan,district_center,7,206,2.999,1.166,0.92,0.19,India public literature pattern mapped by facility tier and dengue-prone state
280703,Gujarat,Ahmedabad,metro_tertiary_hub,36,206,6.64,1.166,1.42,0.13,India public literature pattern mapped by facility tier and dengue-prone state
284504,Gujarat,Banas Kantha,district_center,13,206,3.559,1.166,0.92,0.19,India public literature pattern mapped by facility tier and dengue-prone state
280269,Gujarat,Vav-Tharad,peripheral_center,3,206,2.066,1.166,0.68,0.24,India public literature pattern mapped by facility tier and dengue-prone state
284184,Haryana,Kaithal,peripheral_center,3,151,2.066,1.06,0.68,0.24,India public literature pattern mapped by facility tier and dengue-prone state
11061,Haryana,Gurgaon,metro_tertiary_hub,18,151,8.296,1.06,1.42,0.13,India public literature pattern mapped by facility tier and dengue-prone state
11060,Haryana,Faridabad,metro_tertiary_hub,18,151,7.455,1.06,1.42,0.13,India public literature pattern mapped by facility tier and dengue-prone state
11063,Haryana,Faridabad,metro_tertiary_hub,18,151,7.583,1.06,1.42,0.13,India public literature pattern mapped by facility tier and dengue-prone state
11062,Haryana,Faridabad,metro_tertiary_hub,18,151,7.583,1.06,1.42,0.13,India public literature pattern mapped by facility tier and dengue-prone state
11065,Haryana,Gurgaon,urban_referral,18,151,6.938,1.06,1.16,0.16,India public literature pattern mapped by facility tier and dengue-prone state
283807,Haryana,Ambala,urban_referral,8,151,5.842,1.06,1.16,0.16,India public literature pattern mapped by facility tier and dengue-prone state
280413,Haryana,Gurgaon,metro_tertiary_hub,18,151,8.908,1.06,1.42,0.13,India public literature pattern mapped by facility tier and dengue-prone state
284977,Haryana,Faridabad,urban_referral,18,151,5.203,1.06,1.16,0.16,India public literature pattern mapped by facility tier and dengue-prone state
283487,Haryana,Faridabad,urban_referral,18,151,4.104,1.06,1.16,0.16,India public literature pattern mapped by facility tier and dengue-prone state
11066,Haryana,Fatehabad,urban_referral,4,151,5.603,1.06,1.16,0.16,India public literature pattern mapped by facility tier and dengue-prone state
11069,Haryana,Gurgaon,metro_tertiary_hub,18,151,8.599,1.06,1.42,0.13,India public literature pattern mapped by facility tier and dengue-prone state
11068,Haryana,Gurgaon,urban_referral,18,151,4.104,1.06,1.16,0.16,India public literature pattern mapped by facility tier and dengue-prone state
11074,Haryana,Palwal,peripheral_center,4,151,2.289,1.06,0.68,0.24,India public literature pattern mapped by facility tier and dengue-prone state
285169,Haryana,Bhiwani,urban_referral,3,151,3.645,1.06,1.16,0.16,India public literature pattern mapped by facility tier and dengue-prone state
280888,Haryana,Rohtak,district_center,5,151,2.712,1.06,0.92,0.19,India public literature pattern mapped by facility tier and dengue-prone state
280887,Haryana,Faridabad,urban_referral,18,151,4.104,1.06,1.16,0.16,India public literature pattern mapped by facility tier and dengue-prone state
283514,Haryana,Sonipat,district_center,9,151,3.223,1.06,0.92,0.19,India public literature pattern mapped by facility tier and dengue-prone state
283478,Haryana,Charkhi Dadri,peripheral_center,2,151,1.779,1.06,0.68,0.24,India public literature pattern mapped by facility tier and dengue-prone state
282784,Haryana,Palwal,peripheral_center,4,151,2.289,1.06,0.68,0.24,India public literature pattern mapped by facility tier and dengue-prone state
284565,Haryana,Gurgaon,urban_referral,18,151,4.104,1.06,1.16,0.16,India public literature pattern mapped by facility tier and dengue-prone state
11077,Haryana,Panipat,district_center,11,151,3.405,1.06,0.92,0.19,India public literature pattern mapped by facility tier and dengue-prone state
282783,Haryana,Yamunanagar,district_center,7,151,2.999,1.06,0.92,0.19,India public literature pattern mapped by facility tier and dengue-prone state
282782,Haryana,Yamunanagar,district_center,7,151,2.999,1.06,0.92,0.19,India public literature pattern mapped by facility tier and dengue-prone state
283871,Haryana,Faridabad,urban_referral,18,151,4.104,1.06,1.16,0.16,India public literature pattern mapped by facility tier and dengue-prone state
282781,Haryana,Yamunanagar,district_center,7,151,2.999,1.06,0.92,0.19,India public literature pattern mapped by facility tier and dengue-prone state
282780,Haryana,Yamunanagar,district_center,7,151,2.999,1.06,0.92,0.19,India public literature pattern mapped by facility tier and dengue-prone state
284281,Haryana,Panipat,district_center,11,151,3.405,1.06,0.92,0.19,India public literature pattern mapped by facility tier and dengue-prone state
11041,Haryana,Yamunanagar,district_center,7,151,2.999,1.06,0.92,0.19,India public literature pattern mapped by facility tier and dengue-prone state
11042,Haryana,Ambala,metro_tertiary_hub,8,151,7.355,1.06,1.42,0.13,India public literature pattern mapped by facility tier and dengue-prone state
282779,Haryana,Yamunanagar,district_center,7,151,2.999,1.06,0.92,0.19,India public literature pattern mapped by facility tier and dengue-prone state
280876,Haryana,Sirsa,district_center,5,151,2.712,1.06,0.92,0.19,India public literature pattern mapped by facility tier and dengue-prone state
282777,Haryana,Fatehabad,peripheral_center,4,151,2.289,1.06,0.68,0.24,India public literature pattern mapped by facility tier and dengue-prone state
282776,Haryana,Sonipat,district_center,9,151,3.223,1.06,0.92,0.19,India public literature pattern mapped by facility tier and dengue-prone state
283986,Haryana,Mahendragarh,peripheral_center,3,151,2.066,1.06,0.68,0.24,India public literature pattern mapped by facility tier and dengue-prone state
282775,Haryana,Sonipat,district_center,9,151,3.223,1.06,0.92,0.19,India public literature pattern mapped by facility tier and dengue-prone state
284799,Haryana,Karnal,district_center,8,151,3.117,1.06,0.92,0.19,India public literature pattern mapped by facility tier and dengue-prone state
282774,Haryana,Sonipat,district_center,9,151,3.223,1.06,0.92,0.19,India public literature pattern mapped by facility tier and dengue-prone state
282773,Haryana,Rohtak,district_center,5,151,2.712,1.06,0.92,0.19,India public literature pattern mapped by facility tier and dengue-prone state
11045,Haryana,Panipat,district_center,11,151,3.405,1.06,0.92,0.19,India public literature pattern mapped by facility tier and dengue-prone state
11044,Haryana,Ambala,district_center,8,151,3.81,1.06,0.92,0.19,India public literature pattern mapped by facility tier and dengue-prone state
11047,Haryana,Ambala,district_center,8,151,3.117,1.06,0.92,0.19,India public literature pattern mapped by facility tier and dengue-prone state
282771,Haryana,Rohtak,district_center,5,151,2.712,1.06,0.92,0.19,India public literature pattern mapped by facility tier and dengue-prone state
282770,Haryana,Rewari,district_center,6,151,2.866,1.06,0.92,0.19,India public literature pattern mapped by facility tier and dengue-prone state
11048,Haryana,Sonipat,district_center,9,151,3.223,1.06,0.92,0.19,India public literature pattern mapped by facility tier and dengue-prone state
284031,Haryana,Panipat,urban_referral,11,151,5.437,1.06,1.16,0.16,India public literature pattern mapped by facility tier and dengue-prone state
283580,Haryana,Gurgaon,urban_referral,18,151,4.104,1.06,1.16,0.16,India public literature pattern mapped by facility tier and dengue-prone state
11051,Haryana,Panchkula,peripheral_center,4,151,2.983,1.06,0.68,0.24,India public literature pattern mapped by facility tier and dengue-prone state
11054,Haryana,Faridabad,urban_referral,18,151,5.714,1.06,1.16,0.16,India public literature pattern mapped by facility tier and dengue-prone state
11053,Haryana,Sirsa,metro_tertiary_hub,5,151,6.544,1.06,1.42,0.13,India public literature pattern mapped by facility tier and dengue-prone state
285109,Haryana,Gurgaon,urban_referral,18,151,5.491,1.06,1.16,0.16,India public literature pattern mapped by facility tier and dengue-prone state
282769,Haryana,Rewari,district_center,6,151,2.866,1.06,0.92,0.19,India public literature pattern mapped by facility tier and dengue-prone state
282768,Haryana,Rewari,district_center,6,151,2.866,1.06,0.92,0.19,India public literature pattern mapped by facility tier and dengue-prone state
282767,Haryana,Panipat,district_center,11,151,3.405,1.06,0.92,0.19,India public literature pattern mapped by facility tier and dengue-prone state
282766,Haryana,Panipat,district_center,11,151,3.405,1.06,0.92,0.19,India public literature pattern mapped by facility tier and dengue-prone state
282765,Haryana,Panipat,district_center,11,151,3.405,1.06,0.92,0.19,India public literature pattern mapped by facility tier and dengue-prone state
284821,Haryana,Sonipat,district_center,9,151,3.223,1.06,0.92,0.19,India public literature pattern mapped by facility tier and dengue-prone state
282764,Haryana,Panipat,district_center,11,151,3.405,1.06,0.92,0.19,India public literature pattern mapped by facility tier and dengue-prone state
282763,Haryana,Mahendragarh,peripheral_center,3,151,2.066,1.06,0.68,0.24,India public literature pattern mapped by facility tier and dengue-prone state
11056,Haryana,Faridabad,urban_referral,18,151,4.104,1.06,1.16,0.16,India public literature pattern mapped by facility tier and dengue-prone state
11055,Haryana,Gurgaon,urban_referral,18,151,6.05,1.06,1.16,0.16,India public literature pattern mapped by facility tier and dengue-prone state
282761,Haryana,Kurukshetra,district_center,6,151,2.866,1.06,0.92,0.19,India public literature pattern mapped by facility tier and dengue-prone state
11058,Haryana,Jhajjar,district_center,9,151,3.223,1.06,0.92,0.19,India public literature pattern mapped by facility tier and dengue-prone state
282760,Haryana,Kurukshetra,district_center,6,151,3.559,1.06,0.92,0.19,India public literature pattern mapped by facility tier and dengue-prone state
11057,Haryana,Gurgaon,urban_referral,18,151,6.407,1.06,1.16,0.16,India public literature pattern mapped by facility tier and dengue-prone state
283331,Haryana,Palwal,peripheral_center,4,151,2.289,1.06,0.68,0.24,India public literature pattern mapped by facility tier and dengue-prone state
11059,Haryana,Rewari,urban_referral,6,151,5.185,1.06,1.16,0.16,India public literature pattern mapped by facility tier and dengue-prone state
96108,Haryana,Rohtak,metro_tertiary_hub,5,151,6.849,1.06,1.42,0.13,India public literature pattern mapped by facility tier and dengue-prone state
284260,Haryana,Ambala,district_center,8,151,3.117,1.06,0.92,0.19,India public literature pattern mapped by facility tier and dengue-prone state
96109,Haryana,Faridabad,urban_referral,18,151,4.104,1.06,1.16,0.16,India public literature pattern mapped by facility tier and dengue-prone state
96105,Haryana,Sonipat,urban_referral,9,151,6.407,1.06,1.16,0.16,India public literature pattern mapped by facility tier and dengue-prone state
96106,Haryana,Karnal,metro_tertiary_hub,8,151,7.921,1.06,1.42,0.13,India public literature pattern mapped by facility tier and dengue-prone state
11020,Haryana,Hisar,district_center,14,151,3.628,1.06,0.92,0.19,India public literature pattern mapped by facility tier and dengue-prone state
96107,Haryana,Hisar,metro_tertiary_hub,14,151,7.817,1.06,1.42,0.13,India public literature pattern mapped by facility tier and dengue-prone state
96103,Haryana,Panchkula,peripheral_center,4,151,2.289,1.06,0.68,0.24,India public literature pattern mapped by facility tier and dengue-prone state
282759,Haryana,Karnal,district_center,8,151,3.117,1.06,0.92,0.19,India public literature pattern mapped by facility tier and dengue-prone state
280732,Haryana,Gurgaon,urban_referral,18,151,5.203,1.06,1.16,0.16,India public literature pattern mapped by facility tier and dengue-prone state
282757,Haryana,Jhajjar,district_center,9,151,3.223,1.06,0.92,0.19,India public literature pattern mapped by facility tier and dengue-prone state
282756,Haryana,Jhajjar,district_center,9,151,3.223,1.06,0.92,0.19,India public literature pattern mapped by facility tier and dengue-prone state
283966,Haryana,Jind,peripheral_center,3,151,2.066,1.06,0.68,0.24,India public literature pattern mapped by facility tier and dengue-prone state
282755,Haryana,Jhajjar,district_center,9,151,3.223,1.06,0.92,0.19,India public literature pattern mapped by facility tier and dengue-prone state
283965,Haryana,Fatehabad,peripheral_center,4,151,2.289,1.06,0.68,0.24,India public literature pattern mapped by facility tier and dengue-prone state
282754,Haryana,Hisar,district_center,14,151,3.628,1.06,0.92,0.19,India public literature pattern mapped by facility tier and dengue-prone state
282753,Haryana,Hisar,district_center,14,151,3.628,1.06,0.92,0.19,India public literature pattern mapped by facility tier and dengue-prone state
284776,Haryana,Hisar,district_center,14,151,3.628,1.06,0.92,0.19,India public literature pattern mapped by facility tier and dengue-prone state
282752,Haryana,Hisar,district_center,14,151,3.628,1.06,0.92,0.19,India public literature pattern mapped by facility tier and dengue-prone state
283564,Haryana,Faridabad,metro_tertiary_hub,18,151,8.682,1.06,1.42,0.13,India public literature pattern mapped by facility tier and dengue-prone state
285080,Haryana,Gurgaon,urban_referral,18,151,6.502,1.06,1.16,0.16,India public literature pattern mapped by facility tier and dengue-prone state
11025,Haryana,Sirsa,metro_tertiary_hub,5,151,6.47,1.06,1.42,0.13,India public literature pattern mapped by facility tier and dengue-prone state
282595,Haryana,Panchkula,peripheral_center,4,151,2.289,1.06,0.68,0.24,India public literature pattern mapped by facility tier and dengue-prone state
11024,Haryana,Hisar,district_center,14,151,3.628,1.06,0.92,0.19,India public literature pattern mapped by facility tier and dengue-prone state
284013,Haryana,Karnal,district_center,8,151,3.117,1.06,0.92,0.19,India public literature pattern mapped by facility tier and dengue-prone state
282592,Haryana,Gurgaon,urban_referral,18,151,4.104,1.06,1.16,0.16,India public literature pattern mapped by facility tier and dengue-prone state
284771,Haryana,Sirsa,district_center,5,151,2.712,1.06,0.92,0.19,India public literature pattern mapped by facility tier and dengue-prone state
11029,Haryana,Karnal,district_center,8,151,3.117,1.06,0.92,0.19,India public literature pattern mapped by facility tier and dengue-prone state
284370,Haryana,Jhajjar,district_center,9,151,3.223,1.06,0.92,0.19,India public literature pattern mapped by facility tier and dengue-prone state
284092,Haryana,Gurgaon,urban_referral,18,151,7.049,1.06,1.16,0.16,India public literature pattern mapped by facility tier and dengue-prone state
284090,Haryana,Kurukshetra,district_center,6,151,2.866,1.06,0.92,0.19,India public literature pattern mapped by facility tier and dengue-prone state
11031,Haryana,Hisar,district_center,14,151,3.628,1.06,0.92,0.19,India public literature pattern mapped by facility tier and dengue-prone state
284929,Haryana,Karnal,district_center,8,151,3.117,1.06,0.92,0.19,India public literature pattern mapped by facility tier and dengue-prone state
284925,Haryana,Charkhi Dadri,peripheral_center,2,151,1.779,1.06,0.68,0.24,India public literature pattern mapped by facility tier and dengue-prone state
282747,Haryana,Faridabad,urban_referral,18,151,5.714,1.06,1.16,0.16,India public literature pattern mapped by facility tier and dengue-prone state
282746,Haryana,Faridabad,urban_referral,18,151,4.104,1.06,1.16,0.16,India public literature pattern mapped by facility tier and dengue-prone state
282745,Haryana,Faridabad,urban_referral,18,151,4.104,1.06,1.16,0.16,India public literature pattern mapped by facility tier and dengue-prone state
282744,Haryana,Faridabad,urban_referral,18,151,4.104,1.06,1.16,0.16,India public literature pattern mapped by facility tier and dengue-prone state
284888,Haryana,Jhajjar,district_center,9,151,3.223,1.06,0.92,0.19,India public literature pattern mapped by facility tier and dengue-prone state
282743,Haryana,Bhiwani,peripheral_center,3,151,2.066,1.06,0.68,0.24,India public literature pattern mapped by facility tier and dengue-prone state
282742,Haryana,Ambala,district_center,8,151,3.117,1.06,0.92,0.19,India public literature pattern mapped by facility tier and dengue-prone state
11033,Haryana,Karnal,district_center,8,151,3.117,1.06,0.92,0.19,India public literature pattern mapped by facility tier and dengue-prone state
284488,Haryana,Hisar,district_center,14,151,4.321,1.06,0.92,0.19,India public literature pattern mapped by facility tier and dengue-prone state
283157,Haryana,Kaithal,peripheral_center,3,151,2.066,1.06,0.68,0.24,India public literature pattern mapped by facility tier and dengue-prone state
11036,Haryana,Kurukshetra,district_center,6,151,2.866,1.06,0.92,0.19,India public literature pattern mapped by facility tier and dengue-prone state
11038,Haryana,Rewari,district_center,6,151,2.866,1.06,0.92,0.19,India public literature pattern mapped by facility tier and dengue-prone state
283396,Haryana,Jhajjar,metro_tertiary_hub,9,151,7.8,1.06,1.42,0.13,India public literature pattern mapped by facility tier and dengue-prone state
11037,Haryana,Fatehabad,peripheral_center,4,151,2.289,1.06,0.68,0.24,India public literature pattern mapped by facility tier and dengue-prone state
283391,Haryana,Gurgaon,urban_referral,18,151,4.798,1.06,1.16,0.16,India public literature pattern mapped by facility tier and dengue-prone state
96120,Haryana,Rewari,district_center,6,151,2.866,1.06,0.92,0.19,India public literature pattern mapped by facility tier and dengue-prone state
11008,Haryana,Kurukshetra,district_center,6,151,2.866,1.06,0.92,0.19,India public literature pattern mapped by facility tier and dengue-prone state
282616,Haryana,Ambala,urban_referral,8,151,4.744,1.06,1.16,0.16,India public literature pattern mapped by facility tier and dengue-prone state
282730,Haryana,Palwal,urban_referral,4,151,5.66,1.06,1.16,0.16,India public literature pattern mapped by facility tier and dengue-prone state
11003,Haryana,Gurgaon,urban_referral,18,151,5.491,1.06,1.16,0.16,India public literature pattern mapped by facility tier and dengue-prone state
282573,Haryana,Panchkula,metro_tertiary_hub,4,151,6.526,1.06,1.42,0.13,India public literature pattern mapped by facility tier and dengue-prone state
11002,Haryana,Mahendragarh,metro_tertiary_hub,3,151,6.138,1.06,1.42,0.13,India public literature pattern mapped by facility tier and dengue-prone state
11005,Haryana,Sonipat,metro_tertiary_hub,9,151,7.188,1.06,1.42,0.13,India public literature pattern mapped by facility tier and dengue-prone state
11006,Haryana,Sirsa,district_center,5,151,2.712,1.06,0.92,0.19,India public literature pattern mapped by facility tier and dengue-prone state
96119,Haryana,Panipat,district_center,11,151,3.405,1.06,0.92,0.19,India public literature pattern mapped by facility tier and dengue-prone state
285145,Haryana,Kurukshetra,district_center,6,151,2.866,1.06,0.92,0.19,India public literature pattern mapped by facility tier and dengue-prone state
96115,Haryana,Jhajjar,district_center,9,151,3.223,1.06,0.92,0.19,India public literature pattern mapped by facility tier and dengue-prone state
96116,Haryana,Sonipat,district_center,9,151,3.223,1.06,0.92,0.19,India public literature pattern mapped by facility tier and dengue-prone state
11010,Haryana,Panipat,urban_referral,11,151,5.842,1.06,1.16,0.16,India public literature pattern mapped by facility tier and dengue-prone state
96117,Haryana,Jhajjar,district_center,9,151,3.223,1.06,0.92,0.19,India public literature pattern mapped by facility tier and dengue-prone state
96118,Haryana,Hisar,district_center,14,151,3.628,1.06,0.92,0.19,India public literature pattern mapped by facility tier and dengue-prone state
96111,Haryana,Nuh,peripheral_center,1,151,1.373,1.06,0.68,0.24,India public literature pattern mapped by facility tier and dengue-prone state
96112,Haryana,Bhiwani,metro_tertiary_hub,3,151,6.39,1.06,1.42,0.13,India public literature pattern mapped by facility tier and dengue-prone state
96113,Haryana,Gurgaon,urban_referral,18,151,4.104,1.06,1.16,0.16,India public literature pattern mapped by facility tier and dengue-prone state
96114,Haryana,Ambala,urban_referral,8,151,5.842,1.06,1.16,0.16,India public literature pattern mapped by facility tier and dengue-prone state
280706,Haryana,Faridabad,urban_referral,18,151,5.491,1.06,1.16,0.16,India public literature pattern mapped by facility tier and dengue-prone state
280428,Haryana,Faridabad,urban_referral,18,151,6.669,1.06,1.16,0.16,India public literature pattern mapped by facility tier and dengue-prone state
96110,Haryana,Karnal,metro_tertiary_hub,8,151,7.281,1.06,1.42,0.13,India public literature pattern mapped by facility tier and dengue-prone state
282600,Haryana,Gurgaon,urban_referral,18,151,4.104,1.06,1.16,0.16,India public literature pattern mapped by facility tier and dengue-prone state
11012,Haryana,Jind,metro_tertiary_hub,3,151,6.207,1.06,1.42,0.13,India public literature pattern mapped by facility tier and dengue-prone state
284345,Haryana,Jind,peripheral_center,3,151,2.066,1.06,0.68,0.24,India public literature pattern mapped by facility tier and dengue-prone state
11011,Haryana,Hisar,district_center,14,151,4.321,1.06,0.92,0.19,India public literature pattern mapped by facility tier and dengue-prone state
11014,Haryana,Hisar,district_center,14,151,4.321,1.06,0.92,0.19,India public literature pattern mapped by facility tier and dengue-prone state
11013,Haryana,Yamunanagar,urban_referral,7,151,6.012,1.06,1.16,0.16,India public literature pattern mapped by facility tier and dengue-prone state
283375,Haryana,Rohtak,district_center,5,151,2.712,1.06,0.92,0.19,India public literature pattern mapped by facility tier and dengue-prone state
284463,Haryana,Panipat,district_center,11,151,3.405,1.06,0.92,0.19,India public literature pattern mapped by facility tier and dengue-prone state
11016,Haryana,Kaithal,urban_referral,3,151,5.319,1.06,1.16,0.16,India public literature pattern mapped by facility tier and dengue-prone state
