source_bank,destination_bank,distance_km,travel_time_min,vehicle_id,capacity,refrigerated
4023,4059,6.8,28,VH-4023-2,36,True
4023,4076,48.68,78,VH-4023-3,36,True
4059,284741,0.0,10,VH-4059-1,36,True
4059,4023,6.8,23,VH-4059-2,36,True
4059,4076,45.33,68,VH-4059-3,60,True
285310,4025,7.9,28,VH-285310-1,24,True
285310,4042,58.59,83,VH-285310-2,36,True
285310,4066,59.12,92,VH-285310-3,36,True
4025,285310,7.9,24,VH-4025-1,48,True
4025,4042,60.88,99,VH-4025-2,36,True
4025,4066,61.17,90,VH-4025-3,36,True
283646,4027,19.68,44,VH-283646-1,60,True
283646,4022,48.05,87,VH-283646-2,60,True
283646,283976,48.05,78,VH-283646-3,24,True
4027,283646,19.68,47,VH-4027-1,36,True
4027,4022,42.6,90,VH-4027-2,60,True
4027,283976,43.05,80,VH-4027-3,48,True
4063,4040,63.22,96,VH-4063-1,60,True
4063,4012,67.26,136,VH-4063-2,36,True
4063,4027,71.69,126,VH-4063-3,24,True
18299,4028,1.28,12,VH-18299-1,24,True
18299,4009,19.33,35,VH-18299-2,48,True
18299,4006,99.67,144,VH-18299-3,36,True
4028,18299,1.28,19,VH-4028-1,36,True
4028,4009,20.34,44,VH-4028-2,24,True
4028,4006,99.21,186,VH-4028-3,24,True
283002,4010,0.0,9,VH-283002-1,60,True
283002,284930,54.82,86,VH-283002-2,36,True
283002,4019,59.59,95,VH-283002-3,48,True
10140,10143,0.0,9,VH-10140-1,24,True
10140,10141,0.0,13,VH-10140-2,60,True
10140,10106,0.0,16,VH-10140-3,36,True
284908,10148,1.35,17,VH-284908-1,36,True
284908,10140,1.72,15,VH-284908-2,24,True
284908,10141,1.72,13,VH-284908-3,48,True
10143,10140,0.0,17,VH-10143-1,36,True
10143,10141,0.0,9,VH-10143-2,48,True
10143,10106,0.0,18,VH-10143-3,60,True
10104,280155,0.0,14,VH-10104-1,48,True
10104,280156,0.0,17,VH-10104-2,24,True
10104,10168,0.0,9,VH-10104-3,48,True
10141,10140,0.0,18,VH-10141-1,36,True
10141,10143,0.0,9,VH-10141-2,24,True
10141,10106,0.0,10,VH-10141-3,24,True
10105,10169,45.17,73,VH-10105-1,60,True
10105,10115,45.53,86,VH-10105-2,60,True
10105,10159,78.02,142,VH-10105-3,24,True
10154,10170,1.6,17,VH-10154-1,36,True
10154,283183,1.77,12,VH-10154-2,48,True
10154,283184,3.08,17,VH-10154-3,24,True
280155,10104,0.0,14,VH-280155-1,48,True
280155,280156,0.0,12,VH-280155-2,60,True
280155,10168,0.0,10,VH-280155-3,48,True
280156,10104,0.0,10,VH-280156-1,36,True
280156,280155,0.0,11,VH-280156-2,36,True
280156,10168,0.0,14,VH-280156-3,24,True
10102,10142,3.77,16,VH-10102-1,48,True
10102,10138,3.77,20,VH-10102-2,60,True
10102,283179,5.24,22,VH-10102-3,24,True
10142,10138,0.0,9,VH-10142-1,60,True
10142,10102,3.77,18,VH-10142-2,24,True
10142,282812,4.27,21,VH-10142-3,24,True
282812,10142,4.27,22,VH-282812-1,48,True
282812,10138,4.27,14,VH-282812-2,36,True
282812,10165,6.35,25,VH-282812-3,24,True
283179,10142,4.83,23,VH-283179-1,60,True
283179,10138,4.83,20,VH-283179-2,24,True
283179,10102,5.24,17,VH-283179-3,36,True
10106,10140,0.0,14,VH-10106-1,24,True
10106,10143,0.0,15,VH-10106-2,24,True
10106,10141,0.0,11,VH-10106-3,48,True
10168,10104,0.0,11,VH-10168-1,48,True
10168,280155,0.0,17,VH-10168-2,60,True
10168,280156,0.0,14,VH-10168-3,24,True
280157,10148,1.17,18,VH-280157-1,48,True
280157,10140,1.39,19,VH-280157-2,24,True
280157,10141,1.39,11,VH-280157-3,60,True
280689,10114,0.02,15,VH-280689-1,60,True
280689,10166,34.37,76,VH-280689-2,36,True
280689,280152,35.83,69,VH-280689-3,24,True
10108,10160,4.59,18,VH-10108-1,48,True
10108,10127,74.75,151,VH-10108-2,48,True
10108,10144,76.23,125,VH-10108-3,36,True
10160,10108,4.59,21,VH-10160-1,60,True
10160,10127,79.03,132,VH-10160-2,48,True
10160,10144,80.32,139,VH-10160-3,24,True
10107,10146,0.0,11,VH-10107-1,60,True
10107,283354,2.57,18,VH-10107-2,60,True
10107,10155,2.87,21,VH-10107-3,48,True
10146,10107,0.0,12,VH-10146-1,48,True
10146,283354,2.57,21,VH-10146-2,48,True
10146,10155,2.87,16,VH-10146-3,36,True
10153,10146,3.79,17,VH-10153-1,24,True
10153,10107,3.79,19,VH-10153-2,24,True
10153,283354,4.96,18,VH-10153-3,60,True
10155,283354,2.65,13,VH-10155-1,36,True
10155,10107,2.87,13,VH-10155-2,36,True
10155,10146,2.87,21,VH-10155-3,60,True
283188,10155,4.34,21,VH-283188-1,36,True
283188,10107,4.46,17,VH-283188-2,36,True
283188,10146,4.46,22,VH-283188-3,48,True
283354,10146,2.57,16,VH-283354-1,36,True
283354,10107,2.57,18,VH-283354-2,36,True
283354,10155,2.65,13,VH-283354-3,24,True
10109,10151,1.58,21,VH-10109-1,48,True
10109,10152,5.86,23,VH-10109-2,60,True
10109,10140,25.85,65,VH-10109-3,24,True
10148,10140,0.43,13,VH-10148-1,48,True
10148,10143,0.43,17,VH-10148-2,60,True
10148,10141,0.43,17,VH-10148-3,24,True
10151,10109,1.58,18,VH-10151-1,24,True
10151,10152,4.96,19,VH-10151-2,60,True
10151,10140,27.35,46,VH-10151-3,36,True
10152,10151,4.96,19,VH-10152-1,24,True
10152,10109,5.86,19,VH-10152-2,48,True
10152,280161,23.22,46,VH-10152-3,48,True
280161,284512,6.65,27,VH-280161-1,24,True
280161,10131,8.21,27,VH-280161-2,24,True
280161,282812,14.96,35,VH-280161-3,24,True
10110,283178,0.0,10,VH-10110-1,60,True
10110,283352,6.75,24,VH-10110-2,48,True
10110,285259,34.85,64,VH-10110-3,36,True
283178,10110,0.0,9,VH-283178-1,48,True
283178,283352,6.75,19,VH-283178-2,48,True
283178,285259,34.85,73,VH-283178-3,48,True
283352,10110,6.75,24,VH-283352-1,24,True
283352,283178,6.75,22,VH-283352-2,24,True
283352,285259,39.66,71,VH-283352-3,24,True
10111,10123,0.0,10,VH-10111-1,48,True
10111,10167,3.05,16,VH-10111-2,24,True
10111,10139,4.17,17,VH-10111-3,60,True
10112,10104,0.0,13,VH-10112-1,24,True
10112,280155,0.0,9,VH-10112-2,36,True
10112,10168,0.0,12,VH-10112-3,48,True
10158,283191,1.5,14,VH-10158-1,36,True
10158,284334,1.9,19,VH-10158-2,48,True
10158,10164,2.0,16,VH-10158-3,48,True
10113,10144,47.96,78,VH-10113-1,36,True
10113,10120,49.39,94,VH-10113-2,48,True
10113,10126,53.83,101,VH-10113-3,60,True
10114,280689,0.02,12,VH-10114-1,48,True
10114,10166,34.38,60,VH-10114-2,24,True
10114,280152,35.84,55,VH-10114-3,36,True
280162,10104,0.0,12,VH-280162-1,36,True
280162,280155,0.0,12,VH-280162-2,48,True
280162,10168,0.0,15,VH-280162-3,36,True
10115,10169,2.43,20,VH-10115-1,60,True
10115,10105,45.53,71,VH-10115-2,24,True
10115,283258,54.95,92,VH-10115-3,24,True
10169,10115,2.43,13,VH-10169-1,60,True
10169,10105,45.17,81,VH-10169-2,60,True
10169,283258,57.24,99,VH-10169-3,36,True
10116,280163,4.63,17,VH-10116-1,60,True
10116,285258,69.97,143,VH-10116-2,24,True
10116,283180,74.89,149,VH-10116-3,24,True
280163,10116,4.63,22,VH-280163-1,36,True
280163,285258,74.56,121,VH-280163-2,60,True
280163,283180,79.51,110,VH-280163-3,24,True
10117,10104,0.0,10,VH-10117-1,36,True
10117,280155,0.0,16,VH-10117-2,36,True
10117,10168,0.0,9,VH-10117-3,36,True
10118,10145,2.59,22,VH-10118-1,24,True
10118,10132,26.27,46,VH-10118-2,48,True
10118,283187,26.27,57,VH-10118-3,60,True
10145,10118,2.59,19,VH-10145-1,36,True
10145,10132,28.72,53,VH-10145-2,60,True
10145,283187,28.72,59,VH-10145-3,36,True
10119,10104,0.0,15,VH-10119-1,24,True
10119,280155,0.0,17,VH-10119-2,36,True
10119,10168,0.0,17,VH-10119-3,36,True
283181,10104,0.0,9,VH-283181-1,60,True
283181,280155,0.0,17,VH-283181-2,24,True
283181,10168,0.0,11,VH-283181-3,36,True
10120,10144,1.43,14,VH-10120-1,24,True
10120,10163,5.33,18,VH-10120-2,24,True
10120,10127,6.52,21,VH-10120-3,48,True
10121,10104,0.0,17,VH-10121-1,60,True
10121,280155,0.0,17,VH-10121-2,24,True
10121,10168,0.0,11,VH-10121-3,36,True
10122,10104,0.0,15,VH-10122-1,36,True
10122,280155,0.0,15,VH-10122-2,36,True
10122,10168,0.0,11,VH-10122-3,36,True
280165,10104,0.0,15,VH-280165-1,24,True
280165,280155,0.0,12,VH-280165-2,24,True
280165,10168,0.0,16,VH-280165-3,60,True
283190,10104,0.0,17,VH-283190-1,48,True
283190,280155,0.0,16,VH-283190-2,60,True
283190,10168,0.0,15,VH-283190-3,48,True
283191,10164,0.88,18,VH-283191-1,36,True
283191,283193,1.36,14,VH-283191-2,36,True
283191,10158,1.5,16,VH-283191-3,48,True
284334,10158,1.9,17,VH-284334-1,60,True
284334,280561,2.34,16,VH-284334-2,36,True
284334,10161,2.99,18,VH-284334-3,36,True
284538,10130,1.5,16,VH-284538-1,48,True
284538,283351,2.66,13,VH-284538-2,60,True
284538,284920,3.2,22,VH-284538-3,36,True
10123,10111,0.0,16,VH-10123-1,36,True
10123,10167,3.05,17,VH-10123-2,36,True
10123,10139,4.17,20,VH-10123-3,48,True
10139,283257,3.96,22,VH-10139-1,36,True
10139,10111,4.17,17,VH-10139-2,36,True
10139,10123,4.17,20,VH-10139-3,48,True
10167,283257,2.22,21,VH-10167-1,48,True
10167,10111,3.05,19,VH-10167-2,48,True
10167,10123,3.05,14,VH-10167-3,48,True
283257,10167,2.22,12,VH-283257-1,24,True
283257,10139,3.96,23,VH-283257-2,36,True
283257,10123,4.56,23,VH-283257-3,36,True
10124,10104,0.0,15,VH-10124-1,48,True
10124,280155,0.0,10,VH-10124-2,48,True
10124,10168,0.0,18,VH-10124-3,60,True
10173,10129,1.9,18,VH-10173-1,36,True
10173,284164,3.64,18,VH-10173-2,48,True
10173,10149,5.56,21,VH-10173-3,48,True
283355,283349,0.59,18,VH-283355-1,60,True
283355,284538,6.38,21,VH-283355-2,48,True
283355,10164,6.76,21,VH-283355-3,48,True
10127,284332,2.69,14,VH-10127-1,36,True
10127,10163,3.36,20,VH-10127-2,48,True
10127,10120,6.52,28,VH-10127-3,24,True
10163,10127,3.36,19,VH-10163-1,24,True
10163,284332,3.64,19,VH-10163-2,60,True
10163,10120,5.33,20,VH-10163-3,48,True
10129,10173,1.9,12,VH-10129-1,48,True
10129,284164,2.1,19,VH-10129-2,48,True
10129,10149,3.66,20,VH-10129-3,48,True
10130,284538,1.5,17,VH-10130-1,24,True
10130,283351,2.3,16,VH-10130-2,36,True
10130,284920,2.44,21,VH-10130-3,36,True
10131,284512,2.08,22,VH-10131-1,36,True
10131,280161,8.21,24,VH-10131-2,24,True
10131,282812,10.45,28,VH-10131-3,36,True
10149,283176,0.02,10,VH-10149-1,36,True
10149,284920,0.11,17,VH-10149-2,48,True
10149,283182,0.73,10,VH-10149-3,48,True
10156,283191,1.79,13,VH-10156-1,48,True
10156,10158,2.36,20,VH-10156-2,36,True
10156,10164,2.62,16,VH-10156-3,36,True
10164,283193,0.63,17,VH-10164-1,36,True
10164,283191,0.88,13,VH-10164-2,24,True
10164,10162,1.57,16,VH-10164-3,60,True
280561,283184,1.48,16,VH-280561-1,48,True
280561,10147,1.69,16,VH-280561-2,36,True
280561,10158,2.32,17,VH-280561-3,36,True
283176,10149,0.02,13,VH-283176-1,60,True
283176,284920,0.11,12,VH-283176-2,60,True
283176,283182,0.71,12,VH-283176-3,36,True
283183,283184,1.32,20,VH-283183-1,60,True
283183,10154,1.77,16,VH-283183-2,60,True
283183,10170,2.34,20,VH-283183-3,60,True
283184,283183,1.32,14,VH-283184-1,36,True
283184,280561,1.48,13,VH-283184-2,60,True
283184,10147,2.97,16,VH-283184-3,36,True
283193,10164,0.63,12,VH-283193-1,24,True
283193,10162,0.97,15,VH-283193-2,48,True
283193,283191,1.36,17,VH-283193-3,24,True
283349,283355,0.59,11,VH-283349-1,60,True
283349,284538,6.01,19,VH-283349-2,60,True
283349,10164,6.86,22,VH-283349-3,48,True
283351,5076,0.63,16,VH-283351-1,48,True
283351,284920,0.84,11,VH-283351-2,24,True
283351,10149,0.95,15,VH-283351-3,24,True
283356,5014,0.4,18,VH-283356-1,36,True
283356,5036,1.57,15,VH-283356-2,36,True
283356,5076,3.36,18,VH-283356-3,60,True
284164,10129,2.1,20,VH-284164-1,36,True
284164,283182,2.42,16,VH-284164-2,48,True
284164,283176,2.63,18,VH-284164-3,24,True
284382,5036,3.89,17,VH-284382-1,24,True
284382,283356,4.89,20,VH-284382-2,60,True
284382,284164,4.95,21,VH-284382-3,48,True
284512,10131,2.08,18,VH-284512-1,24,True
284512,280161,6.65,22,VH-284512-2,48,True
284512,282812,12.15,30,VH-284512-3,24,True
284920,10149,0.11,9,VH-284920-1,60,True
284920,283176,0.11,15,VH-284920-2,36,True
284920,283182,0.77,13,VH-284920-3,60,True
285260,10104,0.0,16,VH-285260-1,24,True
285260,280155,0.0,10,VH-285260-2,36,True
285260,10168,0.0,8,VH-285260-3,24,True
5009,10104,0.0,11,VH-5009-1,24,True
5009,280155,0.0,12,VH-5009-2,60,True
5009,10168,0.0,11,VH-5009-3,24,True
5011,10104,0.0,10,VH-5011-1,48,True
5011,280155,0.0,14,VH-5011-2,48,True
5011,10168,0.0,14,VH-5011-3,36,True
5013,10104,0.0,13,VH-5013-1,36,True
5013,280155,0.0,18,VH-5013-2,24,True
5013,10168,0.0,9,VH-5013-3,60,True
5014,283356,0.4,15,VH-5014-1,24,True
5014,5036,1.97,13,VH-5014-2,36,True
5014,10147,3.1,21,VH-5014-3,60,True
5028,10104,0.0,15,VH-5028-1,24,True
5028,280155,0.0,15,VH-5028-2,48,True
5028,10168,0.0,17,VH-5028-3,24,True
5037,10104,0.0,13,VH-5037-1,60,True
5037,280155,0.0,16,VH-5037-2,60,True
5037,10168,0.0,15,VH-5037-3,36,True
5040,10104,0.0,17,VH-5040-1,36,True
5040,280155,0.0,14,VH-5040-2,24,True
5040,10168,0.0,10,VH-5040-3,60,True
5047,10104,0.0,12,VH-5047-1,60,True
5047,280155,0.0,10,VH-5047-2,24,True
5047,10168,0.0,16,VH-5047-3,36,True
5049,10104,0.0,17,VH-5049-1,36,True
5049,280155,0.0,14,VH-5049-2,48,True
5049,10168,0.0,15,VH-5049-3,24,True
5067,10156,3.86,23,VH-5067-1,48,True
5067,10161,4.02,18,VH-5067-2,24,True
5067,283191,5.65,19,VH-5067-3,48,True
5072,10104,0.0,10,VH-5072-1,36,True
5072,280155,0.0,11,VH-5072-2,48,True
5072,10168,0.0,11,VH-5072-3,48,True
5073,10104,0.0,10,VH-5073-1,60,True
5073,280155,0.0,17,VH-5073-2,48,True
5073,10168,0.0,13,VH-5073-3,36,True
5076,283351,0.63,18,VH-5076-1,48,True
5076,284920,0.81,15,VH-5076-2,24,True
5076,283182,0.84,13,VH-5076-3,24,True
10147,10162,1.23,11,VH-10147-1,60,True
10147,283193,1.64,11,VH-10147-2,36,True
10147,280561,1.69,12,VH-10147-3,48,True
10161,284334,2.99,17,VH-10161-1,24,True
10161,10156,3.86,19,VH-10161-2,24,True
10161,10158,3.97,22,VH-10161-3,60,True
10162,10104,0.77,15,VH-10162-1,48,True
10162,280155,0.77,17,VH-10162-2,24,True
10162,10168,0.77,14,VH-10162-3,24,True
10170,10154,1.6,11,VH-10170-1,48,True
10170,283183,2.34,12,VH-10170-2,60,True
10170,283184,3.53,15,VH-10170-3,48,True
283182,283176,0.71,17,VH-283182-1,48,True
283182,10149,0.73,13,VH-283182-2,60,True
283182,284920,0.77,18,VH-283182-3,60,True
5034,10104,0.0,12,VH-5034-1,48,True
5034,280155,0.0,9,VH-5034-2,48,True
5034,10168,0.0,8,VH-5034-3,48,True
5036,283356,1.57,11,VH-5036-1,60,True
5036,5014,1.97,16,VH-5036-2,48,True
5036,283182,2.51,14,VH-5036-3,48,True
10125,280151,1.59,13,VH-10125-1,60,True
10125,283180,1.73,13,VH-10125-2,24,True
10125,10166,3.57,13,VH-10125-3,48,True
10166,280152,3.03,19,VH-10166-1,36,True
10166,10125,3.57,21,VH-10166-2,60,True
10166,280151,5.13,26,VH-10166-3,60,True
280151,283180,0.14,9,VH-280151-1,36,True
280151,10125,1.59,17,VH-280151-2,24,True
280151,10166,5.13,20,VH-280151-3,24,True
280152,10166,3.03,12,VH-280152-1,24,True
280152,10125,5.93,26,VH-280152-2,24,True
280152,280151,7.26,28,VH-280152-3,48,True
283180,280151,0.14,8,VH-283180-1,60,True
283180,10125,1.73,15,VH-283180-2,36,True
283180,10166,5.25,21,VH-283180-3,48,True
285258,283180,6.83,23,VH-285258-1,48,True
285258,280151,6.97,24,VH-285258-2,48,True
285258,10125,8.52,27,VH-285258-3,36,True
10126,283168,0.0,12,VH-10126-1,48,True
10126,10163,9.79,29,VH-10126-2,36,True
10126,10120,11.13,30,VH-10126-3,24,True
280153,10104,0.0,12,VH-280153-1,48,True
280153,280155,0.0,12,VH-280153-2,24,True
280153,10168,0.0,18,VH-280153-3,36,True
280154,10104,0.0,15,VH-280154-1,36,True
280154,280155,0.0,14,VH-280154-2,60,True
280154,10168,0.0,11,VH-280154-3,60,True
283168,10126,0.0,9,VH-283168-1,36,True
283168,10163,9.79,29,VH-283168-2,24,True
283168,10120,11.13,27,VH-283168-3,24,True
5048,10104,0.0,10,VH-5048-1,36,True
5048,280155,0.0,15,VH-5048-2,36,True
5048,10168,0.0,8,VH-5048-3,24,True
10132,283187,0.0,16,VH-10132-1,60,True
10132,283258,2.23,13,VH-10132-2,48,True
10132,283185,12.91,37,VH-10132-3,60,True
283185,283258,12.6,29,VH-283185-1,60,True
283185,10132,12.91,27,VH-283185-2,48,True
283185,283187,12.91,31,VH-283185-3,36,True
283187,10132,0.0,12,VH-283187-1,48,True
283187,283258,2.23,17,VH-283187-2,36,True
283187,283185,12.91,26,VH-283187-3,48,True
283258,283187,2.23,14,VH-283258-1,60,True
283258,10132,2.23,18,VH-283258-2,24,True
283258,283185,12.6,40,VH-283258-3,36,True
10133,10159,0.0,14,VH-10133-1,48,True
10133,10153,39.98,87,VH-10133-2,60,True
10133,283188,41.77,81,VH-10133-3,24,True
10159,10133,0.0,11,VH-10159-1,36,True
10159,10153,39.98,83,VH-10159-2,60,True
10159,283188,41.77,74,VH-10159-3,24,True
10134,284812,1.1,12,VH-10134-1,48,True
10134,280157,31.48,55,VH-10134-2,36,True
10134,10148,32.61,64,VH-10134-3,48,True
284812,10134,1.1,19,VH-284812-1,60,True
284812,280157,32.35,58,VH-284812-2,60,True
284812,10148,33.49,64,VH-284812-3,48,True
10144,10120,1.43,17,VH-10144-1,36,True
10144,10163,6.76,24,VH-10144-2,60,True
10144,10127,7.85,23,VH-10144-3,24,True
10136,283177,2.52,21,VH-10136-1,36,True
10136,283354,81.46,117,VH-10136-2,60,True
10136,10153,82.37,156,VH-10136-3,36,True
283177,10136,2.52,20,VH-283177-1,36,True
283177,283354,83.97,170,VH-283177-2,24,True
283177,10153,84.85,174,VH-283177-3,36,True
10137,285259,3.12,18,VH-10137-1,48,True
10137,10157,6.34,24,VH-10137-2,60,True
10137,283178,34.89,63,VH-10137-3,36,True
10157,10137,6.34,28,VH-10157-1,60,True
10157,285259,6.99,23,VH-10157-2,24,True
10157,283178,41.21,66,VH-10157-3,60,True
285259,10137,3.12,17,VH-285259-1,48,True
285259,10157,6.99,23,VH-285259-2,24,True
285259,10110,34.85,68,VH-285259-3,60,True
284332,10127,2.69,20,VH-284332-1,60,True
284332,10163,3.64,24,VH-284332-2,36,True
284332,10120,8.43,20,VH-284332-3,60,True
10138,10142,0.0,13,VH-10138-1,24,True
10138,10102,3.77,15,VH-10138-2,60,True
10138,282812,4.27,22,VH-10138-3,60,True
10165,282812,6.35,22,VH-10165-1,36,True
10165,283179,6.5,25,VH-10165-2,60,True
10165,10142,6.89,25,VH-10165-3,48,True
285320,94101,0.98,11,VH-285320-1,60,True
285320,6001,1.79,15,VH-285320-2,36,True
285320,6004,4.52,17,VH-285320-3,24,True
6001,285320,1.79,19,VH-6001-1,36,True
6001,94101,2.49,22,VH-6001-2,48,True
6001,6004,5.61,21,VH-6001-3,48,True
6003,6004,3.4,17,VH-6003-1,60,True
6003,285320,5.87,25,VH-6003-2,60,True
6003,6001,5.94,18,VH-6003-3,36,True
6004,6003,3.4,18,VH-6004-1,36,True
6004,285320,4.52,19,VH-6004-2,24,True
6004,94101,5.01,20,VH-6004-3,36,True
94101,285320,0.98,16,VH-94101-1,36,True
94101,6001,2.49,18,VH-94101-2,24,True
94101,6004,5.01,23,VH-94101-3,48,True
22119,283796,0.0,11,VH-22119-1,24,True
22119,22121,0.0,12,VH-22119-2,36,True
22119,22128,0.0,16,VH-22119-3,24,True
283695,284811,1.83,19,VH-283695-1,24,True
283695,283663,2.42,21,VH-283695-2,36,True
283695,7047,2.58,17,VH-283695-3,48,True
285135,283628,0.34,17,VH-285135-1,60,True
285135,7047,2.91,17,VH-285135-2,36,True
285135,283695,3.41,18,VH-285135-3,24,True
280475,283677,4.9,18,VH-280475-1,24,True
280475,284230,5.65,24,VH-280475-2,48,True
280475,283796,6.72,27,VH-280475-3,60,True
283796,22119,0.0,9,VH-283796-1,36,True
283796,22121,0.0,14,VH-283796-2,24,True
283796,22128,0.0,16,VH-283796-3,24,True
284230,283677,2.0,12,VH-284230-1,60,True
284230,283985,2.35,20,VH-284230-2,36,True
284230,22119,2.4,12,VH-284230-3,48,True
22153,7044,3.42,16,VH-22153-1,24,True
22153,284320,3.56,21,VH-22153-2,24,True
22153,282740,6.47,20,VH-22153-3,48,True
282740,7044,3.32,16,VH-282740-1,36,True
282740,22153,6.47,20,VH-282740-2,60,True
282740,284320,7.94,31,VH-282740-3,60,True
284320,22153,3.56,22,VH-284320-1,36,True
284320,7044,5.94,24,VH-284320-2,48,True
284320,282740,7.94,29,VH-284320-3,60,True
7044,282740,3.32,20,VH-7044-1,48,True
7044,22153,3.42,15,VH-7044-2,36,True
7044,284320,5.94,18,VH-7044-3,24,True
22128,22119,0.0,15,VH-22128-1,24,True
22128,283796,0.0,9,VH-22128-2,24,True
22128,22121,0.0,17,VH-22128-3,48,True
22121,22119,0.0,17,VH-22121-1,60,True
22121,283796,0.0,11,VH-22121-2,24,True
22121,22128,0.0,16,VH-22121-3,60,True
22150,283230,2.97,17,VH-22150-1,24,True
22150,283231,4.19,16,VH-22150-2,48,True
22150,22163,8.84,23,VH-22150-3,60,True
283230,22150,2.97,15,VH-283230-1,24,True
283230,283231,4.0,18,VH-283230-2,36,True
283230,22163,5.98,23,VH-283230-3,24,True
22108,7012,0.0,17,VH-22108-1,24,True
22108,7025,1.59,13,VH-22108-2,24,True
22108,22162,61.92,108,VH-22108-3,60,True
22115,22139,5.08,24,VH-22115-1,48,True
22115,22162,5.35,26,VH-22115-2,36,True
22115,7013,5.79,23,VH-22115-3,24,True
22139,7013,1.98,17,VH-22139-1,48,True
22139,283317,3.1,22,VH-22139-2,48,True
22139,284324,4.16,17,VH-22139-3,24,True
22162,284324,5.2,19,VH-22162-1,60,True
22162,7013,5.27,16,VH-22162-2,48,True
22162,22115,5.35,18,VH-22162-3,24,True
22167,22119,0.0,12,VH-22167-1,24,True
22167,283796,0.0,11,VH-22167-2,36,True
22167,22128,0.0,13,VH-22167-3,48,True
283317,7007,2.73,14,VH-283317-1,24,True
283317,22139,3.1,16,VH-283317-2,24,True
283317,7013,3.65,21,VH-283317-3,60,True
283337,22139,5.14,24,VH-283337-1,24,True
283337,283317,5.58,24,VH-283337-2,24,True
283337,7013,7.1,18,VH-283337-3,48,True
283613,280725,0.0,11,VH-283613-1,60,True
283613,7029,0.0,15,VH-283613-2,60,True
283613,283624,0.0,8,VH-283613-3,60,True
284324,7013,2.22,20,VH-284324-1,36,True
284324,22139,4.16,23,VH-284324-2,24,True
284324,283317,4.83,16,VH-284324-3,60,True
7007,283317,2.73,14,VH-7007-1,36,True
7007,284324,4.89,25,VH-7007-2,24,True
7007,7013,4.94,16,VH-7007-3,36,True
7013,22139,1.98,11,VH-7013-1,60,True
7013,284324,2.22,19,VH-7013-2,60,True
7013,283317,3.65,18,VH-7013-3,24,True
7025,22108,1.59,17,VH-7025-1,48,True
7025,7012,1.59,15,VH-7025-2,36,True
7025,22162,60.35,110,VH-7025-3,48,True
22131,7030,30.32,50,VH-22131-1,24,True
22131,7033,39.19,77,VH-22131-2,60,True
22131,22153,93.71,134,VH-22131-3,36,True
7030,7033,9.9,33,VH-7030-1,48,True
7030,22131,30.32,64,VH-7030-2,24,True
7030,22153,116.13,179,VH-7030-3,48,True
7033,7030,9.9,25,VH-7033-1,48,True
7033,22131,39.19,80,VH-7033-2,60,True
7033,22153,120.31,226,VH-7033-3,60,True
22133,280728,3.71,20,VH-22133-1,36,True
22133,284795,7.55,24,VH-22133-2,48,True
22133,283232,59.71,109,VH-22133-3,48,True
280728,22133,3.71,22,VH-280728-1,36,True
280728,284795,10.88,28,VH-280728-2,36,True
280728,22149,60.91,100,VH-280728-3,60,True
284795,22133,7.55,24,VH-284795-1,24,True
284795,280728,10.88,32,VH-284795-2,48,True
284795,283232,53.26,82,VH-284795-3,60,True
22126,280777,0.0,17,VH-22126-1,24,True
22126,284548,2.21,19,VH-22126-2,48,True
22126,283895,3.92,16,VH-22126-3,48,True
22157,282706,3.61,17,VH-22157-1,60,True
22157,7032,3.92,20,VH-22157-2,24,True
22157,283895,4.11,25,VH-22157-3,24,True
280551,22119,0.0,13,VH-280551-1,36,True
280551,283796,0.0,12,VH-280551-2,48,True
280551,22128,0.0,17,VH-280551-3,60,True
280725,283613,0.0,13,VH-280725-1,36,True
280725,7029,0.0,13,VH-280725-2,24,True
280725,283624,0.0,16,VH-280725-3,48,True
282706,7032,0.48,16,VH-282706-1,60,True
282706,283895,1.44,13,VH-282706-2,36,True
282706,284435,1.71,20,VH-282706-3,48,True
283710,7011,4.15,25,VH-283710-1,48,True
283710,284435,4.47,19,VH-283710-2,24,True
283710,282706,6.03,19,VH-283710-3,48,True
283895,7032,1.03,11,VH-283895-1,24,True
283895,282706,1.44,11,VH-283895-2,36,True
283895,284435,2.6,15,VH-283895-3,36,True
284435,282706,1.71,19,VH-284435-1,60,True
284435,7032,1.73,19,VH-284435-2,60,True
284435,283895,2.6,21,VH-284435-3,48,True
284548,22126,2.21,21,VH-284548-1,60,True
284548,280777,2.21,18,VH-284548-2,48,True
284548,283895,5.5,18,VH-284548-3,36,True
7011,283710,4.15,20,VH-7011-1,36,True
7011,284435,7.56,27,VH-7011-2,48,True
7011,7032,9.24,29,VH-7011-3,48,True
7032,282706,0.48,10,VH-7032-1,60,True
7032,283895,1.03,13,VH-7032-2,24,True
7032,284435,1.73,19,VH-7032-3,24,True
22127,22103,0.0,14,VH-22127-1,48,True
22127,22140,25.41,46,VH-22127-2,60,True
22127,280502,27.93,45,VH-22127-3,24,True
284460,283231,5.04,19,VH-284460-1,60,True
284460,22163,6.21,25,VH-284460-2,48,True
284460,283230,7.68,28,VH-284460-3,60,True
22106,22119,0.0,14,VH-22106-1,48,True
22106,283796,0.0,11,VH-22106-2,36,True
22106,22128,0.0,13,VH-22106-3,60,True
283628,285135,0.34,12,VH-283628-1,48,True
283628,7047,2.63,18,VH-283628-2,60,True
283628,283756,3.18,15,VH-283628-3,36,True
